2015/01/01,711.5369283129844
2015/02/01,739.4717122739783
2015/03/01,741.4486929064293
2015/04/01,735.5378542524129
2015/05/01,743.5079438885559
2015/06/01,757.968641142339
2015/07/01,759.6481365040722
2015/08/01,778.4122697345025
2015/09/01,787.4828409079374
2015/10/01,798.03229628383
2015/11/01,750.1967171022824
2015/12/01,762.4213499199536
2016/01/01,763.6202950045985
2016/02/01,756.7278199601369
2016/03/01,774.0891668293999
2016/04/01,766.2720670820902
2016/05/01,766.2338911427096
2016/06/01,769.7377414018421
2016/07/01,760.0240499938349
2016/08/01,731.4111627469814
2016/09/01,733.6567718967954
2016/10/01,722.650154599931
2016/11/01,723.96598896417
2016/12/01,712.7051664738833
2017/01/01,683.9858031053161
2017/02/01,706.1359519361596
2017/03/01,709.7746128049663
2017/04/01,725.1261784473643
2017/05/01,718.4311952279254
2017/06/01,687.5446592378361
2017/07/01,692.5181750226909
2017/08/01,689.000914821574
2017/09/01,677.7587098605838
2017/10/01,697.1566057274814
2017/11/01,723.551996749935
2017/12/01,728.3649922823688
2018/01/01,724.3834451617212
2018/02/01,696.520075729019
2018/03/01,694.8384724526381
2018/04/01,682.0651278488785
2018/05/01,664.6941888376278
2018/06/01,642.534401235475
2018/07/01,635.0281561559589
2018/08/01,647.2097065224139
2018/09/01,654.5399919403234
2018/10/01,654.9983863640698
2018/11/01,647.030663276408
2018/12/01,637.7469559719474
2019/01/01,633.5886165251816
2019/02/01,639.0331551583907
2019/03/01,636.500611287428
2019/04/01,638.0464123652671
2019/05/01,657.6421072895333
2019/06/01,661.0263268075344
2019/07/01,647.7471212427058
2019/08/01,642.5230411207583
2019/09/01,628.6509410969566
2019/10/01,625.7527266351702
2019/11/01,622.065879577379
2019/12/01,624.9682149325795
2020/01/01,612.0634178824973
2020/02/01,609.6191405689641
2020/03/01,602.8788566047283
2020/04/01,603.9091474610982
2020/05/01,596.9560225838127
2020/06/01,587.9653958545775
2020/07/01,585.8922663422841
2020/08/01,587.6506642590873
2020/09/01,585.9678461715928
2020/10/01,582.9625105240123
2020/11/01,595.0974544461236
2020/12/01,591.5816258157147
2021/01/01,598.6403713279194
2021/02/01,602.1256552668792
2021/03/01,607.1114655929744
2021/04/01,600.1855553440303
2021/05/01,592.5147132676191
2021/06/01,594.3600439389791
2021/07/01,599.0613982208394
2021/08/01,598.1867123432988
2021/09/01,604.3758132481612
2021/10/01,604.4711236545759
2021/11/01,608.8570940746959
2021/12/01,601.4648602915822
2022/01/01,598.2174554070763
2022/02/01,588.8747970994086
2022/03/01,591.6230803105229
2022/04/01,587.5736878055916
2022/05/01,596.1508018190193
2022/06/01,593.6474183391879
2022/07/01,594.6948021285941
2022/08/01,589.4833821725464
2022/09/01,589.9351273956598
2022/10/01,580.061196736805
2022/11/01,580.7592603147269
2022/12/01,564.7224154685327
2023/01/01,567.2215391974499
2023/02/01,565.606130399327
2023/03/01,563.0041568516034
2023/04/01,562.4211174176789
2023/05/01,558.7793751335071
2023/06/01,552.644944760957
2023/07/01,560.0723596911193
2023/08/01,568.552156265361
2023/09/01,571.718344734976
2023/10/01,566.798643362746
2023/11/01,568.1771809974215
2023/12/01,562.8002981800367
2024/01/01,560.7002070353358
2024/02/01,565.5374208595634
2024/03/01,570.2433084748671
2024/04/01,574.1626516340802
2024/05/01,567.363924100064
2024/06/01,561.026561123253
2024/07/01,561.259071069363
2024/08/01,573.0263616287862
2024/09/01,568.84295531676
2024/10/01,569.1137501888967
2024/11/01,565.3295754740167
2024/12/01,570.7779905272845
2025/01/01,580.9540384323278
2025/02/01,585.1042385693252
2025/03/01,587.8515768997827
2025/04/01,592.4715421785202
2025/05/01,592.5582247336461
2025/06/01,599.2111772844996
2025/07/01,600.0793262844677
2025/08/01,602.3797285943331
2025/09/01,608.2981143641794
2025/10/01,611.8437687403775
2025/11/01,604.9561763583278
2025/12/01,601.770561115487
2026/01/01,603.8527194908103
2026/02/01,601.606454750885
2026/03/01,605.2199724614837
2026/04/01,602.0592628537988
2026/05/01,598.103701443157
2026/06/01,589.9660545078189
2026/07/01,588.6761120709709
2026/08/01,588.6791669652143
2026/09/01,584.5188704551364
2026/10/01,582.1032790109981
2026/11/01,573.4020783406149
2026/12/01,567.5963492694556
2027/01/01,568.9494101034657
2027/02/01,568.4841712536988
2027/03/01,565.5649179848308
2027/04/01,571.5205075810593
2027/05/01,577.8496784851811
2027/06/01,571.8209278142282
2027/07/01,570.7813847425011
2027/08/01,574.995621124314
2027/09/01,576.0351641960405
2027/10/01,576.0351641960399
2027/11/01,575.7893627611338
2027/12/01,576.4928526660718
2028/01/01,570.1595578666968
2028/02/01,568.4385048585443
2028/03/01,558.7802761568014
2028/04/01,562.9135945304224
2028/05/01,559.9425009638187
2028/06/01,562.8801936423204
2028/07/01,556.3975567633179
2028/08/01,560.4862466602572
2028/09/01,558.6421575678092
2028/10/01,559.1919433068917
2028/11/01,563.2140203274588
2028/12/01,565.2796531421961
2029/01/01,563.180844214831
2029/02/01,557.2387626125292
2029/03/01,552.73577369603
2029/04/01,562.8464722296353
2029/05/01,558.5916990148405
2029/06/01,560.804849679369
2029/07/01,556.8892437228623
2029/08/01,551.0043635658708
2029/09/01,548.8174726789524
2029/10/01,545.4832482158037
2029/11/01,541.8348573786682
2029/12/01,545.6592351477578
2030/01/01,546.6932104826565
2030/02/01,542.5364655722162
2030/03/01,547.1885790523339
2030/04/01,547.1973064583447
2030/05/01,543.5876277219531
2030/06/01,548.516563500409
2030/07/01,552.1979293239268
2030/08/01,544.8967733726641
