name,mean,variance,stdev,median,min,max
oil_price,8.424125332631359,214.34331900447515,14.640468537737279,2.3996164589357996,0.3368083750911852,79.59674218029451
freight_outward,730.7950650116362,16833.4032574926,129.7436058443444,699.6896679688369,512.4224694520284,1232.9916416561682
freight_homeward,572.9831357160655,2322.7824282830875,48.195253171687845,562.0907052243631,518.8718743614177,798.03229628383
exchange_rate,131.23337996382665,997.7330144703852,31.586912075579423,130.3268878171648,66.4379728580151,197.4611110621
ship_demand,127.08369764810698,420.44825287562236,20.50483486584621,120.64371897932524,95.75680147358027,177.30862358994173
ship_supply,6108.093192632413,939215.0343969719,969.1310718354725,5849.618923341091,4959.684253684732,8773.20376335487
new_ship,63339550.00625772,10396377322531.377,3224341.3781005535,63086561.63451286,56549409.936510816,72435210.93522425
secondhand_ship,34975418.830427304,76184802386213.7,8728390.59541985,34290571.58078861,16594302.262281418,59597650.784752145
