2015/01/01,125.30392111002877,2015/01/01,122.52105838990077,2015/01/01,117.13937333390727,2015/01/01,119.80000000000015,2015/01/01,123.90467721117457,2015/01/01,117.13937333390732,2015/01/01,118.46221729058645,2015/01/01,118.46221729058644,2015/01/01,119.8000000000002,2015/01/01,117.13937333390732,2015/01/01,125.30392111002884,2015/01/01,123.90467721117457,2015/01/01,119.80000000000017,2015/01/01,119.80000000000018,2015/01/01,118.46221729058642,2015/01/01,119.8000000000002,2015/01/01,121.15289016408207,2015/01/01,119.80000000000017,2015/01/01,117.13937333390732,2015/01/01,119.8000000000002
2015/02/01,122.52105838990087,2015/02/01,126.7189665389994,2015/02/01,109.50681082846259,2015/02/01,121.15289016408222,2015/02/01,126.7189665389994,2015/02/01,114.53783626928644,2015/02/01,122.52105838990094,2015/02/01,122.52105838990094,2015/02/01,117.13937333390751,2015/02/01,115.83130131189026,2015/02/01,123.9046772111748,2015/02/01,126.7189665389994,2015/02/01,115.83130131189029,2015/02/01,121.1528901640823,2015/02/01,126.71896653899937,2015/02/01,111.99407649086707,2015/02/01,118.46221729058661,2015/02/01,123.90467721117473,2015/02/01,111.99407649086704,2015/02/01,115.83130131189029
2015/03/01,122.52105838990103,2015/03/01,118.46221729058684,2015/03/01,104.69677102706304,2015/03/01,126.71896653899955,2015/03/01,125.30392111002921,2015/03/01,117.1393733339077,2015/03/01,114.53783626928656,2015/03/01,122.52105838990113,2015/03/01,119.80000000000061,2015/03/01,113.25881509286998,2015/03/01,125.30392111002926,2015/03/01,129.59717778324398,2015/03/01,110.74346097261811,2015/03/01,115.83130131189051,2015/03/01,123.90467721117496,2015/03/01,121.15289016408249,2015/03/01,115.83130131189041,2015/03/01,126.71896653899954,2015/03/01,109.50681082846286,2015/03/01,117.13937333390771
2015/04/01,122.52105838990121,2015/04/01,117.1393733339079,2015/04/01,107.07478460969004,2015/04/01,128.14999194328388,2015/04/01,128.14999194328385,2015/04/01,121.15289016408269,2015/04/01,117.1393733339078,2015/04/01,118.46221729058698,2015/04/01,111.99407649086749,2015/04/01,111.99407649086744,2015/04/01,126.7189665389998,2015/04/01,137.08197358149926,2015/04/01,117.13937333390781,2015/04/01,109.50681082846309,2015/04/01,122.52105838990137,2015/04/01,123.90467721117521,2015/04/01,114.53783626928676,2015/04/01,129.59717778324418,2015/04/01,110.74346097261834,2015/04/01,122.52105838990141
2015/05/01,121.1528901640827,2015/05/01,118.46221729058723,2015/05/01,102.37157051914669,2015/05/01,129.59717778324435,2015/05/01,123.90467721117535,2015/05/01,122.52105838990161,2015/05/01,114.53783626928696,2015/05/01,117.13937333390801,2015/05/01,117.13937333390814,2015/05/01,109.50681082846322,2015/05/01,128.1499919432841,2015/05/01,141.77877869855112,2015/05/01,115.83130131189081,2015/05/01,108.28397010985428,2015/05/01,122.52105838990158,2015/05/01,117.13937333390808,2015/05/01,113.25881509287032,2015/05/01,132.5407628242672,2015/05/01,108.28397010985425,2015/05/01,122.52105838990163
2015/06/01,119.800000000001,2015/06/01,118.46221729058742,2015/06/01,100.09801016544861,2015/06/01,129.5971777832445,2015/06/01,119.80000000000116,2015/06/01,123.90467721117554,2015/06/01,111.99407649086777,2015/06/01,113.25881509287048,2015/06/01,117.13937333390835,2015/06/01,115.83130131189101,2015/06/01,123.90467721117555,2015/06/01,144.9990486091319,2015/06/01,118.46221729058728,2015/06/01,110.74346097261878,2015/06/01,117.13937333390824,2015/06/01,125.30392111002986,2015/06/01,118.46221729058736,2015/06/01,131.06070655716547,2015/06/01,111.99407649086787,2015/06/01,122.52105838990184
2015/07/01,121.15289016408312,2015/07/01,111.99407649086794,2015/07/01,100.09801016544883,2015/07/01,125.30392111002989,2015/07/01,117.13937333390848,2015/07/01,129.59717778324477,2015/07/01,108.28397010985455,2015/07/01,121.15289016408316,2015/07/01,117.13937333390857,2015/07/01,125.30392111002996,2015/07/01,118.4622172905876,2015/07/01,149.96711447280367,2015/07/01,115.83130131189107,2015/07/01,111.9940764908681,2015/07/01,114.53783626928723,2015/07/01,119.8000000000014,2015/07/01,118.46221729058757,2015/07/01,131.06070655716547,2015/07/01,114.53783626928748,2015/07/01,122.521058389902
2015/08/01,122.52105838990204,2015/08/01,113.2588150928709,2015/08/01,97.87494309475596,2015/08/01,121.15289016408332,2015/08/01,121.15289016408349,2015/08/01,131.06070655716584,2015/08/01,107.07478460969085,2015/08/01,122.52105838990207,2015/08/01,118.46221729058792,2015/08/01,126.7189665390006,2015/08/01,123.90467721117597,2015/08/01,153.37336885548666,2015/08/01,121.15289016408329,2015/08/01,109.50681082846384,2015/08/01,119.80000000000135,2015/08/01,119.80000000000159,2015/08/01,119.80000000000155,2015/08/01,131.06070655716553,2015/08/01,104.69677102706413,2015/08/01,123.90467721117597
2015/09/01,119.80000000000162,2015/09/01,117.13937333390885,2015/09/01,96.78199312349554,2015/09/01,117.13937333390872,2015/09/01,122.52105838990242,2015/09/01,126.7189665390008,2015/09/01,108.28397010985495,2015/09/01,117.13937333390874,2015/09/01,119.80000000000183,2015/09/01,125.30392111003037,2015/09/01,125.30392111003042,2015/09/01,162.23134220343889,2015/09/01,129.59717778324506,2015/09/01,104.69677102706429,2015/09/01,125.30392111003023,2015/09/01,118.46221729058801,2015/09/01,117.13937333390884,2015/09/01,123.90467721117574,2015/09/01,103.5276430636966,2015/09/01,123.90467721117608
2015/10/01,110.74346097261932,2015/10/01,115.83130131189183,2015/10/01,98.98023564753565,2015/10/01,113.25881509287119,2015/10/01,126.7189665390011,2015/10/01,123.90467721117633,2015/10/01,108.2839701098551,2015/10/01,117.13937333390892,2015/10/01,117.1393733339091,2015/10/01,129.59717778324543,2015/10/01,129.59717778324546,2015/10/01,162.23134220343908,2015/10/01,125.30392111003042,2015/10/01,105.87910184287121,2015/10/01,118.46221729058797,2015/10/01,119.8000000000019,2015/10/01,117.13937333390903,2015/10/01,122.52105838990212,2015/10/01,107.07478460969129,2015/10/01,125.30392111003053
