id,name,Pitch Ration (P/D),Expanded Area Ratio (EAR),Propeller Blade Number (Z),Rn,D,KT0,KT1,KT2,KQ0,KQ1,KQ2
207,P_9005,0.908,0.596,4,45750711.07,9.4,0.401020315,-0.289976053,-0.11827037,0.051740379,-0.029022039,-0.020285658
208,P_9006,0.908,0.596,4,45750711.07,9.6,0.401020315,-0.289976053,-0.11827037,0.051740379,-0.029022039,-0.020285658
209,P_9007,0.908,0.596,4,45750711.07,9.8,0.401020315,-0.289976053,-0.11827037,0.051740379,-0.029022039,-0.020285658
210,P_9008,0.908,0.596,4,45750711.07,10,0.401020315,-0.289976053,-0.11827037,0.051740379,-0.029022039,-0.020285658
211,P_9009,0.908,0.604,4,45750711.07,8.8,0.402351514,-0.292917211,-0.117307413,0.052013316,-0.029639824,-0.020035528
212,P_9010,0.908,0.604,4,45750711.07,9,0.402351514,-0.292917211,-0.117307413,0.052013316,-0.029639824,-0.020035528
213,P_9011,0.908,0.604,4,45750711.07,9.2,0.402351514,-0.292917211,-0.117307413,0.052013316,-0.029639824,-0.020035528
214,P_9012,0.908,0.604,4,45750711.07,9.4,0.402351514,-0.292917211,-0.117307413,0.052013316,-0.029639824,-0.020035528
215,P_9013,0.908,0.604,4,45750711.07,9.6,0.402351514,-0.292917211,-0.117307413,0.052013316,-0.029639824,-0.020035528
216,P_9014,0.908,0.604,4,45750711.07,9.8,0.402351514,-0.292917211,-0.117307413,0.052013316,-0.029639824,-0.020035528
217,P_9015,0.908,0.604,4,45750711.07,10,0.402351514,-0.292917211,-0.117307413,0.052013316,-0.029639824,-0.020035528
218,P_9016,0.908,0.612,4,45750711.07,8.8,0.403671881,-0.295843887,-0.116344088,0.052282903,-0.030252921,-0.019783541
219,P_9017,0.908,0.612,4,45750711.07,9,0.403671881,-0.295843887,-0.116344088,0.052282903,-0.030252921,-0.019783541
220,P_9018,0.908,0.612,4,45750711.07,9.2,0.403671881,-0.295843887,-0.116344088,0.052282903,-0.030252921,-0.019783541
221,P_9019,0.908,0.612,4,45750711.07,9.4,0.403671881,-0.295843887,-0.116344088,0.052282903,-0.030252921,-0.019783541
222,P_9020,0.908,0.612,4,45750711.07,9.6,0.403671881,-0.295843887,-0.116344088,0.052282903,-0.030252921,-0.019783541
223,P_9021,0.908,0.612,4,45750711.07,9.8,0.403671881,-0.295843887,-0.116344088,0.052282903,-0.030252921,-0.019783541
224,P_9022,0.908,0.612,4,45750711.07,10,0.403671881,-0.295843887,-0.116344088,0.052282903,-0.030252921,-0.019783541
225,P_9023,0.908,0.62,4,45750711.07,8.8,0.404981416,-0.29875608,-0.115380397,0.052549138,-0.030861327,-0.0195297
226,P_9024,0.908,0.62,4,45750711.07,9,0.404981416,-0.29875608,-0.115380397,0.052549138,-0.030861327,-0.0195297
227,P_9025,0.908,0.62,4,45750711.07,9.2,0.404981416,-0.29875608,-0.115380397,0.052549138,-0.030861327,-0.0195297
228,P_9026,0.908,0.62,4,45750711.07,9.4,0.404981416,-0.29875608,-0.115380397,0.052549138,-0.030861327,-0.0195297
229,P_9027,0.908,0.62,4,45750711.07,9.6,0.404981416,-0.29875608,-0.115380397,0.052549138,-0.030861327,-0.0195297
230,P_9028,0.908,0.62,4,45750711.07,9.8,0.404981416,-0.29875608,-0.115380397,0.052549138,-0.030861327,-0.0195297
231,P_9029,0.908,0.62,4,45750711.07,10,0.404981416,-0.29875608,-0.115380397,0.052549138,-0.030861327,-0.0195297
232,P_9030,0.922,0.54,4,45750711.07,8.8,0.397285925,-0.267568624,-0.125257751,0.051231033,-0.024909672,-0.02210079
233,P_9031,0.922,0.54,4,45750711.07,9,0.397285925,-0.267568624,-0.125257751,0.051231033,-0.024909672,-0.02210079
234,P_9032,0.922,0.54,4,45750711.07,9.2,0.397285925,-0.267568624,-0.125257751,0.051231033,-0.024909672,-0.02210079
235,P_9033,0.922,0.54,4,45750711.07,9.4,0.397285925,-0.267568624,-0.125257751,0.051231033,-0.024909672,-0.02210079
236,P_9034,0.922,0.54,4,45750711.07,9.6,0.397285925,-0.267568624,-0.125257751,0.051231033,-0.024909672,-0.02210079
237,P_9035,0.922,0.54,4,45750711.07,9.8,0.397285925,-0.267568624,-0.125257751,0.051231033,-0.024909672,-0.02210079
238,P_9036,0.922,0.54,4,45750711.07,10,0.397285925,-0.267568624,-0.125257751,0.051231033,-0.024909672,-0.02210079
239,P_9037,0.922,0.548,4,45750711.07,8.8,0.3987505,-0.270660432,-0.124299792,0.051540576,-0.025566998,-0.021873226
240,P_9038,0.922,0.548,4,45750711.07,9,0.3987505,-0.270660432,-0.124299792,0.051540576,-0.025566998,-0.021873226
241,P_9039,0.922,0.548,4,45750711.07,9.2,0.3987505,-0.270660432,-0.124299792,0.051540576,-0.025566998,-0.021873226
242,P_9040,0.922,0.548,4,45750711.07,9.4,0.3987505,-0.270660432,-0.124299792,0.051540576,-0.025566998,-0.021873226
243,P_9041,0.922,0.548,4,45750711.07,9.6,0.3987505,-0.270660432,-0.124299792,0.051540576,-0.025566998,-0.021873226
244,P_9042,0.922,0.548,4,45750711.07,9.8,0.3987505,-0.270660432,-0.124299792,0.051540576,-0.025566998,-0.021873226
245,P_9043,0.922,0.548,4,45750711.07,10,0.3987505,-0.270660432,-0.124299792,0.051540576,-0.025566998,-0.021873226
246,P_9044,0.922,0.556,4,45750711.07,8.8,0.400204084,-0.273737686,-0.12334151,0.051846648,-0.026219598,-0.021643802
247,P_9045,0.922,0.556,4,45750711.07,9,0.400204084,-0.273737686,-0.12334151,0.051846648,-0.026219598,-0.021643802
248,P_9046,0.922,0.556,4,45750711.07,9.2,0.400204084,-0.273737686,-0.12334151,0.051846648,-0.026219598,-0.021643802
249,P_9047,0.922,0.556,4,45750711.07,9.4,0.400204084,-0.273737686,-0.12334151,0.051846648,-0.026219598,-0.021643802
250,P_9048,0.922,0.556,4,45750711.07,9.6,0.400204084,-0.273737686,-0.12334151,0.051846648,-0.026219598,-0.021643802
251,P_9049,0.922,0.556,4,45750711.07,9.8,0.400204084,-0.273737686,-0.12334151,0.051846648,-0.026219598,-0.021643802
252,P_9050,0.922,0.556,4,45750711.07,10,0.400204084,-0.273737686,-0.12334151,0.051846648,-0.026219598,-0.021643802
253,P_9051,0.922,0.564,4,45750711.07,8.8,0.401646676,-0.276800385,-0.122382906,0.05214925,-0.026867471,-0.021412517
254,P_9052,0.922,0.564,4,45750711.07,9,0.401646676,-0.276800385,-0.122382906,0.05214925,-0.026867471,-0.021412517
255,P_9053,0.922,0.564,4,45750711.07,9.2,0.401646676,-0.276800385,-0.122382906,0.05214925,-0.026867471,-0.021412517
256,P_9054,0.922,0.564,4,45750711.07,9.4,0.401646676,-0.276800385,-0.122382906,0.05214925,-0.026867471,-0.021412517
257,P_9055,0.922,0.564,4,45750711.07,9.6,0.401646676,-0.276800385,-0.122382906,0.05214925,-0.026867471,-0.021412517
258,P_9056,0.922,0.564,4,45750711.07,9.8,0.401646676,-0.276800385,-0.122382906,0.05214925,-0.026867471,-0.021412517
259,P_9057,0.922,0.564,4,45750711.07,10,0.401646676,-0.276800385,-0.122382906,0.05214925,-0.026867471,-0.021412517
260,P_9058,0.922,0.572,4,45750711.07,8.8,0.403078276,-0.279848529,-0.12142398,0.052448382,-0.027510618,-0.021179372
261,P_9059,0.922,0.572,4,45750711.07,9,0.403078276,-0.279848529,-0.12142398,0.052448382,-0.027510618,-0.021179372
262,P_9060,0.922,0.572,4,45750711.07,9.2,0.403078276,-0.279848529,-0.12142398,0.052448382,-0.027510618,-0.021179372
263,P_9061,0.922,0.572,4,45750711.07,9.4,0.403078276,-0.279848529,-0.12142398,0.052448382,-0.027510618,-0.021179372
264,P_9062,0.922,0.572,4,45750711.07,9.6,0.403078276,-0.279848529,-0.12142398,0.052448382,-0.027510618,-0.021179372
265,P_9063,0.922,0.572,4,45750711.07,9.8,0.403078276,-0.279848529,-0.12142398,0.052448382,-0.027510618,-0.021179372
266,P_9064,0.922,0.572,4,45750711.07,10,0.403078276,-0.279848529,-0.12142398,0.052448382,-0.027510618,-0.021179372
267,P_9065,0.922,0.58,4,45750711.07,8.8,0.404498885,-0.282882119,-0.120464732,0.052744043,-0.028149037,-0.020944366
268,P_9066,0.922,0.58,4,45750711.07,9,0.404498885,-0.282882119,-0.120464732,0.052744043,-0.028149037,-0.020944366
269,P_9067,0.922,0.58,4,45750711.07,9.2,0.404498885,-0.282882119,-0.120464732,0.052744043,-0.028149037,-0.020944366
270,P_9068,0.922,0.58,4,45750711.07,9.4,0.404498885,-0.282882119,-0.120464732,0.052744043,-0.028149037,-0.020944366
271,P_9069,0.922,0.58,4,45750711.07,9.6,0.404498885,-0.282882119,-0.120464732,0.052744043,-0.028149037,-0.020944366
272,P_9070,0.922,0.58,4,45750711.07,9.8,0.404498885,-0.282882119,-0.120464732,0.052744043,-0.028149037,-0.020944366
273,P_9071,0.922,0.58,4,45750711.07,10,0.404498885,-0.282882119,-0.120464732,0.052744043,-0.028149037,-0.020944366
274,P_9072,0.922,0.588,4,45750711.07,8.8,0.405908503,-0.285901154,-0.119505162,0.053036234,-0.02878273,-0.020707499
275,P_9073,0.922,0.588,4,45750711.07,9,0.405908503,-0.285901154,-0.119505162,0.053036234,-0.02878273,-0.020707499
276,P_9074,0.922,0.588,4,45750711.07,9.2,0.405908503,-0.285901154,-0.119505162,0.053036234,-0.02878273,-0.020707499
277,P_9075,0.922,0.588,4,45750711.07,9.4,0.405908503,-0.285901154,-0.119505162,0.053036234,-0.02878273,-0.020707499
278,P_9076,0.922,0.588,4,45750711.07,9.6,0.405908503,-0.285901154,-0.119505162,0.053036234,-0.02878273,-0.020707499
279,P_9077,0.922,0.588,4,45750711.07,9.8,0.405908503,-0.285901154,-0.119505162,0.053036234,-0.02878273,-0.020707499
280,P_9078,0.922,0.588,4,45750711.07,10,0.405908503,-0.285901154,-0.119505162,0.053036234,-0.02878273,-0.020707499
281,P_9079,0.922,0.596,4,45750711.07,8.8,0.407307129,-0.288905634,-0.118545269,0.053324954,-0.029411697,-0.020468771
282,P_9080,0.922,0.596,4,45750711.07,9,0.407307129,-0.288905634,-0.118545269,0.053324954,-0.029411697,-0.020468771
283,P_9081,0.922,0.596,4,45750711.07,9.2,0.407307129,-0.288905634,-0.118545269,0.053324954,-0.029411697,-0.020468771
284,P_9082,0.922,0.596,4,45750711.07,9.4,0.407307129,-0.288905634,-0.118545269,0.053324954,-0.029411697,-0.020468771
285,P_9083,0.922,0.596,4,45750711.07,9.6,0.407307129,-0.288905634,-0.118545269,0.053324954,-0.029411697,-0.020468771
286,P_9084,0.922,0.596,4,45750711.07,9.8,0.407307129,-0.288905634,-0.118545269,0.053324954,-0.029411697,-0.020468771
287,P_9085,0.922,0.596,4,45750711.07,10,0.407307129,-0.288905634,-0.118545269,0.053324954,-0.029411697,-0.020468771
288,P_9086,0.922,0.604,4,45750711.07,8.8,0.408694763,-0.29189556,-0.117585055,0.053610204,-0.030035936,-0.020228183
289,P_9087,0.922,0.604,4,45750711.07,9,0.408694763,-0.29189556,-0.117585055,0.053610204,-0.030035936,-0.020228183
290,P_9088,0.922,0.604,4,45750711.07,9.2,0.408694763,-0.29189556,-0.117585055,0.053610204,-0.030035936,-0.020228183
291,P_9089,0.922,0.604,4,45750711.07,9.4,0.408694763,-0.29189556,-0.117585055,0.053610204,-0.030035936,-0.020228183
292,P_9090,0.922,0.604,4,45750711.07,9.6,0.408694763,-0.29189556,-0.117585055,0.053610204,-0.030035936,-0.020228183
293,P_9091,0.922,0.604,4,45750711.07,9.8,0.408694763,-0.29189556,-0.117585055,0.053610204,-0.030035936,-0.020228183
294,P_9092,0.922,0.604,4,45750711.07,10,0.408694763,-0.29189556,-0.117585055,0.053610204,-0.030035936,-0.020228183
295,P_9093,0.922,0.612,4,45750711.07,8.8,0.410071406,-0.294870932,-0.116624518,0.053891984,-0.030655449,-0.019985734
296,P_9094,0.922,0.612,4,45750711.07,9,0.410071406,-0.294870932,-0.116624518,0.053891984,-0.030655449,-0.019985734
297,P_9095,0.922,0.612,4,45750711.07,9.2,0.410071406,-0.294870932,-0.116624518,0.053891984,-0.030655449,-0.019985734
298,P_9096,0.922,0.612,4,45750711.07,9.4,0.410071406,-0.294870932,-0.116624518,0.053891984,-0.030655449,-0.019985734
299,P_9097,0.922,0.612,4,45750711.07,9.6,0.410071406,-0.294870932,-0.116624518,0.053891984,-0.030655449,-0.019985734
300,P_9098,0.922,0.612,4,45750711.07,9.8,0.410071406,-0.294870932,-0.116624518,0.053891984,-0.030655449,-0.019985734
301,P_9099,0.922,0.612,4,45750711.07,10,0.410071406,-0.294870932,-0.116624518,0.053891984,-0.030655449,-0.019985734
302,P_9100,0.922,0.62,4,45750711.07,8.8,0.411437057,-0.297831748,-0.11566366,0.054170293,-0.031270236,-0.019741424
303,P_9101,0.922,0.62,4,45750711.07,9,0.411437057,-0.297831748,-0.11566366,0.054170293,-0.031270236,-0.019741424
304,P_9102,0.922,0.62,4,45750711.07,9.2,0.411437057,-0.297831748,-0.11566366,0.054170293,-0.031270236,-0.019741424
305,P_9103,0.922,0.62,4,45750711.07,9.4,0.411437057,-0.297831748,-0.11566366,0.054170293,-0.031270236,-0.019741424
306,P_9104,0.922,0.62,4,45750711.07,9.6,0.411437057,-0.297831748,-0.11566366,0.054170293,-0.031270236,-0.019741424
307,P_9105,0.922,0.62,4,45750711.07,9.8,0.411437057,-0.297831748,-0.11566366,0.054170293,-0.031270236,-0.019741424
308,P_9106,0.922,0.62,4,45750711.07,10,0.411437057,-0.297831748,-0.11566366,0.054170293,-0.031270236,-0.019741424
309,P_9107,0.936,0.54,4,45750711.07,8.8,0.403124468,-0.266099875,-0.125524147,0.052747514,-0.025252714,-0.022210069
310,P_9108,0.936,0.54,4,45750711.07,9,0.403124468,-0.266099875,-0.125524147,0.052747514,-0.025252714,-0.022210069
311,P_9109,0.936,0.54,4,45750711.07,9.2,0.403124468,-0.266099875,-0.125524147,0.052747514,-0.025252714,-0.022210069
312,P_9110,0.936,0.54,4,45750711.07,9.4,0.403124468,-0.266099875,-0.125524147,0.052747514,-0.025252714,-0.022210069
313,P_9111,0.936,0.54,4,45750711.07,9.6,0.403124468,-0.266099875,-0.125524147,0.052747514,-0.025252714,-0.022210069
314,P_9112,0.936,0.54,4,45750711.07,9.8,0.403124468,-0.266099875,-0.125524147,0.052747514,-0.025252714,-0.022210069
315,P_9113,0.936,0.54,4,45750711.07,10,0.403124468,-0.266099875,-0.125524147,0.052747514,-0.025252714,-0.022210069
316,P_9114,0.936,0.548,4,45750711.07,8.8,0.404647104,-0.269240589,-0.124568809,0.053070472,-0.025916702,-0.02199204
317,P_9115,0.936,0.548,4,45750711.07,9,0.404647104,-0.269240589,-0.124568809,0.053070472,-0.025916702,-0.02199204
318,P_9116,0.936,0.548,4,45750711.07,9.2,0.404647104,-0.269240589,-0.124568809,0.053070472,-0.025916702,-0.02199204
319,P_9117,0.936,0.548,4,45750711.07,9.4,0.404647104,-0.269240589,-0.124568809,0.053070472,-0.025916702,-0.02199204
320,P_9118,0.936,0.548,4,45750711.07,9.6,0.404647104,-0.269240589,-0.124568809,0.053070472,-0.025916702,-0.02199204
321,P_9119,0.936,0.548,4,45750711.07,9.8,0.404647104,-0.269240589,-0.124568809,0.053070472,-0.025916702,-0.02199204
322,P_9120,0.936,0.548,4,45750711.07,10,0.404647104,-0.269240589,-0.124568809,0.053070472,-0.025916702,-0.02199204
323,P_9121,0.936,0.556,4,45750711.07,8.8,0.406158585,-0.272366671,-0.123613198,0.053389837,-0.026575927,-0.021772144
324,P_9122,0.936,0.556,4,45750711.07,9,0.406158585,-0.272366671,-0.123613198,0.053389837,-0.026575927,-0.021772144
325,P_9123,0.936,0.556,4,45750711.07,9.2,0.406158585,-0.272366671,-0.123613198,0.053389837,-0.026575927,-0.021772144
326,P_9124,0.936,0.556,4,45750711.07,9.4,0.406158585,-0.272366671,-0.123613198,0.053389837,-0.026575927,-0.021772144
327,P_9125,0.936,0.556,4,45750711.07,9.6,0.406158585,-0.272366671,-0.123613198,0.053389837,-0.026575927,-0.021772144
328,P_9126,0.936,0.556,4,45750711.07,9.8,0.406158585,-0.272366671,-0.123613198,0.053389837,-0.026575927,-0.021772144
329,P_9127,0.936,0.556,4,45750711.07,10,0.406158585,-0.272366671,-0.123613198,0.053389837,-0.026575927,-0.021772144
330,P_9128,0.936,0.564,4,45750711.07,8.8,0.407658911,-0.275478121,-0.122657313,0.05370561,-0.027230387,-0.021550382
331,P_9129,0.936,0.564,4,45750711.07,9,0.407658911,-0.275478121,-0.122657313,0.05370561,-0.027230387,-0.021550382
332,P_9130,0.936,0.564,4,45750711.07,9.2,0.407658911,-0.275478121,-0.122657313,0.05370561,-0.027230387,-0.021550382
333,P_9131,0.936,0.564,4,45750711.07,9.4,0.407658911,-0.275478121,-0.122657313,0.05370561,-0.027230387,-0.021550382
334,P_9132,0.936,0.564,4,45750711.07,9.6,0.407658911,-0.275478121,-0.122657313,0.05370561,-0.027230387,-0.021550382
335,P_9133,0.936,0.564,4,45750711.07,9.8,0.407658911,-0.275478121,-0.122657313,0.05370561,-0.027230387,-0.021550382
336,P_9134,0.936,0.564,4,45750711.07,10,0.407658911,-0.275478121,-0.122657313,0.05370561,-0.027230387,-0.021550382
337,P_9135,0.936,0.572,4,45750711.07,8.8,0.409148083,-0.278574938,-0.121701153,0.054017791,-0.027880083,-0.021326754
338,P_9136,0.936,0.572,4,45750711.07,9,0.409148083,-0.278574938,-0.121701153,0.054017791,-0.027880083,-0.021326754
339,P_9137,0.936,0.572,4,45750711.07,9.2,0.409148083,-0.278574938,-0.121701153,0.054017791,-0.027880083,-0.021326754
340,P_9138,0.936,0.572,4,45750711.07,9.4,0.409148083,-0.278574938,-0.121701153,0.054017791,-0.027880083,-0.021326754
341,P_9139,0.936,0.572,4,45750711.07,9.6,0.409148083,-0.278574938,-0.121701153,0.054017791,-0.027880083,-0.021326754
342,P_9140,0.936,0.572,4,45750711.07,9.8,0.409148083,-0.278574938,-0.121701153,0.054017791,-0.027880083,-0.021326754
343,P_9141,0.936,0.572,4,45750711.07,10,0.409148083,-0.278574938,-0.121701153,0.054017791,-0.027880083,-0.021326754
344,P_9142,0.936,0.58,4,45750711.07,8.8,0.410626099,-0.281657122,-0.12074472,0.054326379,-0.028525014,-0.02110126
345,P_9143,0.936,0.58,4,45750711.07,9,0.410626099,-0.281657122,-0.12074472,0.054326379,-0.028525014,-0.02110126
346,P_9144,0.936,0.58,4,45750711.07,9.2,0.410626099,-0.281657122,-0.12074472,0.054326379,-0.028525014,-0.02110126
347,P_9145,0.936,0.58,4,45750711.07,9.4,0.410626099,-0.281657122,-0.12074472,0.054326379,-0.028525014,-0.02110126
348,P_9146,0.936,0.58,4,45750711.07,9.6,0.410626099,-0.281657122,-0.12074472,0.054326379,-0.028525014,-0.02110126
349,P_9147,0.936,0.58,4,45750711.07,9.8,0.410626099,-0.281657122,-0.12074472,0.054326379,-0.028525014,-0.02110126
350,P_9148,0.936,0.58,4,45750711.07,10,0.410626099,-0.281657122,-0.12074472,0.054326379,-0.028525014,-0.02110126
351,P_9149,0.936,0.588,4,45750711.07,8.8,0.41209296,-0.284724674,-0.119788013,0.054631375,-0.029165182,-0.020873899
352,P_9150,0.936,0.588,4,45750711.07,9,0.41209296,-0.284724674,-0.119788013,0.054631375,-0.029165182,-0.020873899
353,P_9151,0.936,0.588,4,45750711.07,9.2,0.41209296,-0.284724674,-0.119788013,0.054631375,-0.029165182,-0.020873899
354,P_9152,0.936,0.588,4,45750711.07,9.4,0.41209296,-0.284724674,-0.119788013,0.054631375,-0.029165182,-0.020873899
355,P_9153,0.936,0.588,4,45750711.07,9.6,0.41209296,-0.284724674,-0.119788013,0.054631375,-0.029165182,-0.020873899
356,P_9154,0.936,0.588,4,45750711.07,9.8,0.41209296,-0.284724674,-0.119788013,0.054631375,-0.029165182,-0.020873899
357,P_9155,0.936,0.588,4,45750711.07,10,0.41209296,-0.284724674,-0.119788013,0.054631375,-0.029165182,-0.020873899
358,P_9156,0.936,0.596,4,45750711.07,8.8,0.413548666,-0.287777594,-0.118831032,0.054932778,-0.029800586,-0.020644672
359,P_9157,0.936,0.596,4,45750711.07,9,0.413548666,-0.287777594,-0.118831032,0.054932778,-0.029800586,-0.020644672
360,P_9158,0.936,0.596,4,45750711.07,9.2,0.413548666,-0.287777594,-0.118831032,0.054932778,-0.029800586,-0.020644672
361,P_9159,0.936,0.596,4,45750711.07,9.4,0.413548666,-0.287777594,-0.118831032,0.054932778,-0.029800586,-0.020644672
362,P_9160,0.936,0.596,4,45750711.07,9.6,0.413548666,-0.287777594,-0.118831032,0.054932778,-0.029800586,-0.020644672
363,P_9161,0.936,0.596,4,45750711.07,9.8,0.413548666,-0.287777594,-0.118831032,0.054932778,-0.029800586,-0.020644672
364,P_9162,0.936,0.596,4,45750711.07,10,0.413548666,-0.287777594,-0.118831032,0.054932778,-0.029800586,-0.020644672
365,P_9163,0.936,0.604,4,45750711.07,8.8,0.414993217,-0.290815881,-0.117873778,0.055230589,-0.030431225,-0.020413579
366,P_9164,0.936,0.604,4,45750711.07,9,0.414993217,-0.290815881,-0.117873778,0.055230589,-0.030431225,-0.020413579
367,P_9165,0.936,0.604,4,45750711.07,9.2,0.414993217,-0.290815881,-0.117873778,0.055230589,-0.030431225,-0.020413579
368,P_9166,0.936,0.604,4,45750711.07,9.4,0.414993217,-0.290815881,-0.117873778,0.055230589,-0.030431225,-0.020413579
369,P_9167,0.936,0.604,4,45750711.07,9.6,0.414993217,-0.290815881,-0.117873778,0.055230589,-0.030431225,-0.020413579
370,P_9168,0.936,0.604,4,45750711.07,9.8,0.414993217,-0.290815881,-0.117873778,0.055230589,-0.030431225,-0.020413579
371,P_9169,0.936,0.604,4,45750711.07,10,0.414993217,-0.290815881,-0.117873778,0.055230589,-0.030431225,-0.020413579
372,P_9170,0.936,0.612,4,45750711.07,8.8,0.416426613,-0.293839536,-0.116916249,0.055524807,-0.0310571,-0.02018062
373,P_9171,0.936,0.612,4,45750711.07,9,0.416426613,-0.293839536,-0.116916249,0.055524807,-0.0310571,-0.02018062
374,P_9172,0.936,0.612,4,45750711.07,9.2,0.416426613,-0.293839536,-0.116916249,0.055524807,-0.0310571,-0.02018062
375,P_9173,0.936,0.612,4,45750711.07,9.4,0.416426613,-0.293839536,-0.116916249,0.055524807,-0.0310571,-0.02018062
376,P_9174,0.936,0.612,4,45750711.07,9.6,0.416426613,-0.293839536,-0.116916249,0.055524807,-0.0310571,-0.02018062
377,P_9175,0.936,0.612,4,45750711.07,9.8,0.416426613,-0.293839536,-0.116916249,0.055524807,-0.0310571,-0.02018062
378,P_9176,0.936,0.612,4,45750711.07,10,0.416426613,-0.293839536,-0.116916249,0.055524807,-0.0310571,-0.02018062
379,P_9177,0.936,0.62,4,45750711.07,8.8,0.417848854,-0.296848558,-0.115958447,0.055815434,-0.031678211,-0.019945794
380,P_9178,0.936,0.62,4,45750711.07,9,0.417848854,-0.296848558,-0.115958447,0.055815434,-0.031678211,-0.019945794
381,P_9179,0.936,0.62,4,45750711.07,9.2,0.417848854,-0.296848558,-0.115958447,0.055815434,-0.031678211,-0.019945794
382,P_9180,0.936,0.62,4,45750711.07,9.4,0.417848854,-0.296848558,-0.115958447,0.055815434,-0.031678211,-0.019945794
383,P_9181,0.936,0.62,4,45750711.07,9.6,0.417848854,-0.296848558,-0.115958447,0.055815434,-0.031678211,-0.019945794
384,P_9182,0.936,0.62,4,45750711.07,9.8,0.417848854,-0.296848558,-0.115958447,0.055815434,-0.031678211,-0.019945794
385,P_9183,0.936,0.62,4,45750711.07,10,0.417848854,-0.296848558,-0.115958447,0.055815434,-0.031678211,-0.019945794
386,P_9184,0.95,0.54,4,45750711.07,8.8,0.408912541,-0.264575708,-0.125800252,0.054285162,-0.025595231,-0.022312581
387,P_9185,0.95,0.54,4,45750711.07,9,0.408912541,-0.264575708,-0.125800252,0.054285162,-0.025595231,-0.022312581
388,P_9186,0.95,0.54,4,45750711.07,9.2,0.408912541,-0.264575708,-0.125800252,0.054285162,-0.025595231,-0.022312581
389,P_9187,0.95,0.54,4,45750711.07,9.4,0.408912541,-0.264575708,-0.125800252,0.054285162,-0.025595231,-0.022312581
390,P_9188,0.95,0.54,4,45750711.07,9.6,0.408912541,-0.264575708,-0.125800252,0.054285162,-0.025595231,-0.022312581
391,P_9189,0.95,0.54,4,45750711.07,9.8,0.408912541,-0.264575708,-0.125800252,0.054285162,-0.025595231,-0.022312581
392,P_9190,0.95,0.54,4,45750711.07,10,0.408912541,-0.264575708,-0.125800252,0.054285162,-0.025595231,-0.022312581
393,P_9191,0.95,0.548,4,45750711.07,8.8,0.410493737,-0.267764938,-0.12484774,0.054621801,-0.026265827,-0.022104045
394,P_9192,0.95,0.548,4,45750711.07,9,0.410493737,-0.267764938,-0.12484774,0.054621801,-0.026265827,-0.022104045
395,P_9193,0.95,0.548,4,45750711.07,9.2,0.410493737,-0.267764938,-0.12484774,0.054621801,-0.026265827,-0.022104045
396,P_9194,0.95,0.548,4,45750711.07,9.4,0.410493737,-0.267764938,-0.12484774,0.054621801,-0.026265827,-0.022104045
397,P_9195,0.95,0.548,4,45750711.07,9.6,0.410493737,-0.267764938,-0.12484774,0.054621801,-0.026265827,-0.022104045
398,P_9196,0.95,0.548,4,45750711.07,9.8,0.410493737,-0.267764938,-0.12484774,0.054621801,-0.026265827,-0.022104045
399,P_9197,0.95,0.548,4,45750711.07,10,0.410493737,-0.267764938,-0.12484774,0.054621801,-0.026265827,-0.022104045
400,P_9198,0.95,0.556,4,45750711.07,8.8,0.412063611,-0.270939453,-0.123895006,0.054954723,-0.026931621,-0.021893636
401,P_9199,0.95,0.556,4,45750711.07,9,0.412063611,-0.270939453,-0.123895006,0.054954723,-0.026931621,-0.021893636
402,P_9200,0.95,0.556,4,45750711.07,9.2,0.412063611,-0.270939453,-0.123895006,0.054954723,-0.026931621,-0.021893636
403,P_9201,0.95,0.556,4,45750711.07,9.4,0.412063611,-0.270939453,-0.123895006,0.054954723,-0.026931621,-0.021893636
404,P_9202,0.95,0.556,4,45750711.07,9.6,0.412063611,-0.270939453,-0.123895006,0.054954723,-0.026931621,-0.021893636
405,P_9203,0.95,0.556,4,45750711.07,9.8,0.412063611,-0.270939453,-0.123895006,0.054954723,-0.026931621,-0.021893636
406,P_9204,0.95,0.556,4,45750711.07,10,0.412063611,-0.270939453,-0.123895006,0.054954723,-0.026931621,-0.021893636
407,P_9205,0.95,0.564,4,45750711.07,8.8,0.413622162,-0.274099251,-0.12294205,0.055283928,-0.027592613,-0.021681355
408,P_9206,0.95,0.564,4,45750711.07,9,0.413622162,-0.274099251,-0.12294205,0.055283928,-0.027592613,-0.021681355
409,P_9207,0.95,0.564,4,45750711.07,9.2,0.413622162,-0.274099251,-0.12294205,0.055283928,-0.027592613,-0.021681355
410,P_9208,0.95,0.564,4,45750711.07,9.4,0.413622162,-0.274099251,-0.12294205,0.055283928,-0.027592613,-0.021681355
411,P_9209,0.95,0.564,4,45750711.07,9.6,0.413622162,-0.274099251,-0.12294205,0.055283928,-0.027592613,-0.021681355
412,P_9210,0.95,0.564,4,45750711.07,9.8,0.413622162,-0.274099251,-0.12294205,0.055283928,-0.027592613,-0.021681355
413,P_9211,0.95,0.564,4,45750711.07,10,0.413622162,-0.274099251,-0.12294205,0.055283928,-0.027592613,-0.021681355
414,P_9212,0.95,0.572,4,45750711.07,8.8,0.41516939,-0.277244332,-0.121988873,0.055609415,-0.028248804,-0.021467202
415,P_9213,0.95,0.572,4,45750711.07,9,0.41516939,-0.277244332,-0.121988873,0.055609415,-0.028248804,-0.021467202
