id,name,Pitch Ration (P/D),Expanded Area Ratio (EAR),Propeller Blade Number (Z),Rn,D,KT0,KT1,KT2,KQ0,KQ1,KQ2
416,P_9214,0.95,0.572,4,45750711.07,9.2,0.41516939,-0.277244332,-0.121988873,0.055609415,-0.028248804,-0.021467202
417,P_9215,0.95,0.572,4,45750711.07,9.4,0.41516939,-0.277244332,-0.121988873,0.055609415,-0.028248804,-0.021467202
418,P_9216,0.95,0.572,4,45750711.07,9.6,0.41516939,-0.277244332,-0.121988873,0.055609415,-0.028248804,-0.021467202
419,P_9217,0.95,0.572,4,45750711.07,9.8,0.41516939,-0.277244332,-0.121988873,0.055609415,-0.028248804,-0.021467202
420,P_9218,0.95,0.572,4,45750711.07,10,0.41516939,-0.277244332,-0.121988873,0.055609415,-0.028248804,-0.021467202
421,P_9219,0.95,0.58,4,45750711.07,8.8,0.416705296,-0.280374698,-0.121035473,0.055931186,-0.028900192,-0.021251176
422,P_9220,0.95,0.58,4,45750711.07,9,0.416705296,-0.280374698,-0.121035473,0.055931186,-0.028900192,-0.021251176
423,P_9221,0.95,0.58,4,45750711.07,9.2,0.416705296,-0.280374698,-0.121035473,0.055931186,-0.028900192,-0.021251176
424,P_9222,0.95,0.58,4,45750711.07,9.4,0.416705296,-0.280374698,-0.121035473,0.055931186,-0.028900192,-0.021251176
425,P_9223,0.95,0.58,4,45750711.07,9.6,0.416705296,-0.280374698,-0.121035473,0.055931186,-0.028900192,-0.021251176
426,P_9224,0.95,0.58,4,45750711.07,9.8,0.416705296,-0.280374698,-0.121035473,0.055931186,-0.028900192,-0.021251176
427,P_9225,0.95,0.58,4,45750711.07,10,0.416705296,-0.280374698,-0.121035473,0.055931186,-0.028900192,-0.021251176
428,P_9226,0.95,0.588,4,45750711.07,8.8,0.418229879,-0.283490346,-0.120081852,0.05624924,-0.029546778,-0.021033277
429,P_9227,0.95,0.588,4,45750711.07,9,0.418229879,-0.283490346,-0.120081852,0.05624924,-0.029546778,-0.021033277
430,P_9228,0.95,0.588,4,45750711.07,9.2,0.418229879,-0.283490346,-0.120081852,0.05624924,-0.029546778,-0.021033277
431,P_9229,0.95,0.588,4,45750711.07,9.4,0.418229879,-0.283490346,-0.120081852,0.05624924,-0.029546778,-0.021033277
432,P_9230,0.95,0.588,4,45750711.07,9.6,0.418229879,-0.283490346,-0.120081852,0.05624924,-0.029546778,-0.021033277
433,P_9231,0.95,0.588,4,45750711.07,9.8,0.418229879,-0.283490346,-0.120081852,0.05624924,-0.029546778,-0.021033277
434,P_9232,0.95,0.588,4,45750711.07,10,0.418229879,-0.283490346,-0.120081852,0.05624924,-0.029546778,-0.021033277
435,P_9233,0.95,0.596,4,45750711.07,8.8,0.419743139,-0.286591279,-0.119128008,0.056563577,-0.030188562,-0.020813506
436,P_9234,0.95,0.596,4,45750711.07,9,0.419743139,-0.286591279,-0.119128008,0.056563577,-0.030188562,-0.020813506
437,P_9235,0.95,0.596,4,45750711.07,9.2,0.419743139,-0.286591279,-0.119128008,0.056563577,-0.030188562,-0.020813506
438,P_9236,0.95,0.596,4,45750711.07,9.4,0.419743139,-0.286591279,-0.119128008,0.056563577,-0.030188562,-0.020813506
439,P_9237,0.95,0.596,4,45750711.07,9.6,0.419743139,-0.286591279,-0.119128008,0.056563577,-0.030188562,-0.020813506
440,P_9238,0.95,0.596,4,45750711.07,9.8,0.419743139,-0.286591279,-0.119128008,0.056563577,-0.030188562,-0.020813506
441,P_9239,0.95,0.596,4,45750711.07,10,0.419743139,-0.286591279,-0.119128008,0.056563577,-0.030188562,-0.020813506
442,P_9240,0.95,0.604,4,45750711.07,8.8,0.421245077,-0.289677495,-0.118173943,0.056874196,-0.030825544,-0.020591862
443,P_9241,0.95,0.604,4,45750711.07,9,0.421245077,-0.289677495,-0.118173943,0.056874196,-0.030825544,-0.020591862
444,P_9242,0.95,0.604,4,45750711.07,9.2,0.421245077,-0.289677495,-0.118173943,0.056874196,-0.030825544,-0.020591862
445,P_9243,0.95,0.604,4,45750711.07,9.4,0.421245077,-0.289677495,-0.118173943,0.056874196,-0.030825544,-0.020591862
446,P_9244,0.95,0.604,4,45750711.07,9.6,0.421245077,-0.289677495,-0.118173943,0.056874196,-0.030825544,-0.020591862
447,P_9245,0.95,0.604,4,45750711.07,9.8,0.421245077,-0.289677495,-0.118173943,0.056874196,-0.030825544,-0.020591862
448,P_9246,0.95,0.604,4,45750711.07,10,0.421245077,-0.289677495,-0.118173943,0.056874196,-0.030825544,-0.020591862
449,P_9247,0.95,0.612,4,45750711.07,8.8,0.422735691,-0.292748994,-0.117219656,0.057181099,-0.031457724,-0.020368346
450,P_9248,0.95,0.612,4,45750711.07,9,0.422735691,-0.292748994,-0.117219656,0.057181099,-0.031457724,-0.020368346
451,P_9249,0.95,0.612,4,45750711.07,9.2,0.422735691,-0.292748994,-0.117219656,0.057181099,-0.031457724,-0.020368346
452,P_9250,0.95,0.612,4,45750711.07,9.4,0.422735691,-0.292748994,-0.117219656,0.057181099,-0.031457724,-0.020368346
453,P_9251,0.95,0.612,4,45750711.07,9.6,0.422735691,-0.292748994,-0.117219656,0.057181099,-0.031457724,-0.020368346
454,P_9252,0.95,0.612,4,45750711.07,9.8,0.422735691,-0.292748994,-0.117219656,0.057181099,-0.031457724,-0.020368346
455,P_9253,0.95,0.612,4,45750711.07,10,0.422735691,-0.292748994,-0.117219656,0.057181099,-0.031457724,-0.020368346
456,P_9254,0.95,0.62,4,45750711.07,8.8,0.424214983,-0.295805778,-0.116265147,0.057484284,-0.032085102,-0.020142957
457,P_9255,0.95,0.62,4,45750711.07,9,0.424214983,-0.295805778,-0.116265147,0.057484284,-0.032085102,-0.020142957
458,P_9256,0.95,0.62,4,45750711.07,9.2,0.424214983,-0.295805778,-0.116265147,0.057484284,-0.032085102,-0.020142957
459,P_9257,0.95,0.62,4,45750711.07,9.4,0.424214983,-0.295805778,-0.116265147,0.057484284,-0.032085102,-0.020142957
460,P_9258,0.95,0.62,4,45750711.07,9.6,0.424214983,-0.295805778,-0.116265147,0.057484284,-0.032085102,-0.020142957
461,P_9259,0.95,0.62,4,45750711.07,9.8,0.424214983,-0.295805778,-0.116265147,0.057484284,-0.032085102,-0.020142957
462,P_9260,0.95,0.62,4,45750711.07,10,0.424214983,-0.295805778,-0.116265147,0.057484284,-0.032085102,-0.020142957
463,P_9261,0.964,0.54,4,45750711.07,8.8,0.414648515,-0.262995667,-0.126086334,0.055843702,-0.025937089,-0.022408468
464,P_9262,0.964,0.54,4,45750711.07,9,0.414648515,-0.262995667,-0.126086334,0.055843702,-0.025937089,-0.022408468
465,P_9263,0.964,0.54,4,45750711.07,9.2,0.414648515,-0.262995667,-0.126086334,0.055843702,-0.025937089,-0.022408468
466,P_9264,0.964,0.54,4,45750711.07,9.4,0.414648515,-0.262995667,-0.126086334,0.055843702,-0.025937089,-0.022408468
467,P_9265,0.964,0.54,4,45750711.07,9.6,0.414648515,-0.262995667,-0.126086334,0.055843702,-0.025937089,-0.022408468
468,P_9266,0.964,0.54,4,45750711.07,9.8,0.414648515,-0.262995667,-0.126086334,0.055843702,-0.025937089,-0.022408468
469,P_9267,0.964,0.54,4,45750711.07,10,0.414648515,-0.262995667,-0.126086334,0.055843702,-0.025937089,-0.022408468
470,P_9268,0.964,0.548,4,45750711.07,8.8,0.416288759,-0.266233001,-0.125136863,0.056194287,-0.026614236,-0.022209386
471,P_9269,0.964,0.548,4,45750711.07,9,0.416288759,-0.266233001,-0.125136863,0.056194287,-0.026614236,-0.022209386
472,P_9270,0.964,0.548,4,45750711.07,9.2,0.416288759,-0.266233001,-0.125136863,0.056194287,-0.026614236,-0.022209386
473,P_9271,0.964,0.548,4,45750711.07,9.4,0.416288759,-0.266233001,-0.125136863,0.056194287,-0.026614236,-0.022209386
474,P_9272,0.964,0.548,4,45750711.07,9.6,0.416288759,-0.266233001,-0.125136863,0.056194287,-0.026614236,-0.022209386
475,P_9273,0.964,0.548,4,45750711.07,9.8,0.416288759,-0.266233001,-0.125136863,0.056194287,-0.026614236,-0.022209386
476,P_9274,0.964,0.548,4,45750711.07,10,0.416288759,-0.266233001,-0.125136863,0.056194287,-0.026614236,-0.022209386
477,P_9275,0.964,0.556,4,45750711.07,8.8,0.417917508,-0.269455527,-0.124187227,0.056541028,-0.027286544,-0.022008424
478,P_9276,0.964,0.556,4,45750711.07,9,0.417917508,-0.269455527,-0.124187227,0.056541028,-0.027286544,-0.022008424
479,P_9277,0.964,0.556,4,45750711.07,9.2,0.417917508,-0.269455527,-0.124187227,0.056541028,-0.027286544,-0.022008424
480,P_9278,0.964,0.556,4,45750711.07,9.4,0.417917508,-0.269455527,-0.124187227,0.056541028,-0.027286544,-0.022008424
481,P_9279,0.964,0.556,4,45750711.07,9.6,0.417917508,-0.269455527,-0.124187227,0.056541028,-0.027286544,-0.022008424
482,P_9280,0.964,0.556,4,45750711.07,9.8,0.417917508,-0.269455527,-0.124187227,0.056541028,-0.027286544,-0.022008424
483,P_9281,0.964,0.556,4,45750711.07,10,0.417917508,-0.269455527,-0.124187227,0.056541028,-0.027286544,-0.022008424
484,P_9282,0.964,0.564,4,45750711.07,8.8,0.419534763,-0.272663247,-0.123237425,0.056883925,-0.02795401,-0.021805583
485,P_9283,0.964,0.564,4,45750711.07,9,0.419534763,-0.272663247,-0.123237425,0.056883925,-0.02795401,-0.021805583
486,P_9284,0.964,0.564,4,45750711.07,9.2,0.419534763,-0.272663247,-0.123237425,0.056883925,-0.02795401,-0.021805583
487,P_9285,0.964,0.564,4,45750711.07,9.4,0.419534763,-0.272663247,-0.123237425,0.056883925,-0.02795401,-0.021805583
488,P_9286,0.964,0.564,4,45750711.07,9.6,0.419534763,-0.272663247,-0.123237425,0.056883925,-0.02795401,-0.021805583
489,P_9287,0.964,0.564,4,45750711.07,9.8,0.419534763,-0.272663247,-0.123237425,0.056883925,-0.02795401,-0.021805583
490,P_9288,0.964,0.564,4,45750711.07,10,0.419534763,-0.272663247,-0.123237425,0.056883925,-0.02795401,-0.021805583
491,P_9289,0.964,0.572,4,45750711.07,8.8,0.421140523,-0.27585616,-0.122287457,0.057222977,-0.028616637,-0.021600862
492,P_9290,0.964,0.572,4,45750711.07,9,0.421140523,-0.27585616,-0.122287457,0.057222977,-0.028616637,-0.021600862
493,P_9291,0.964,0.572,4,45750711.07,9.2,0.421140523,-0.27585616,-0.122287457,0.057222977,-0.028616637,-0.021600862
494,P_9292,0.964,0.572,4,45750711.07,9.4,0.421140523,-0.27585616,-0.122287457,0.057222977,-0.028616637,-0.021600862
495,P_9293,0.964,0.572,4,45750711.07,9.6,0.421140523,-0.27585616,-0.122287457,0.057222977,-0.028616637,-0.021600862
496,P_9294,0.964,0.572,4,45750711.07,9.8,0.421140523,-0.27585616,-0.122287457,0.057222977,-0.028616637,-0.021600862
497,P_9295,0.964,0.572,4,45750711.07,10,0.421140523,-0.27585616,-0.122287457,0.057222977,-0.028616637,-0.021600862
498,P_9296,0.964,0.58,4,45750711.07,8.8,0.422734789,-0.279034267,-0.121337323,0.057558185,-0.029274423,-0.021394262
499,P_9297,0.964,0.58,4,45750711.07,9,0.422734789,-0.279034267,-0.121337323,0.057558185,-0.029274423,-0.021394262
500,P_9298,0.964,0.58,4,45750711.07,9.2,0.422734789,-0.279034267,-0.121337323,0.057558185,-0.029274423,-0.021394262
501,P_9299,0.964,0.58,4,45750711.07,9.4,0.422734789,-0.279034267,-0.121337323,0.057558185,-0.029274423,-0.021394262
502,P_9300,0.964,0.58,4,45750711.07,9.6,0.422734789,-0.279034267,-0.121337323,0.057558185,-0.029274423,-0.021394262
503,P_9301,0.964,0.58,4,45750711.07,9.8,0.422734789,-0.279034267,-0.121337323,0.057558185,-0.029274423,-0.021394262
504,P_9302,0.964,0.58,4,45750711.07,10,0.422734789,-0.279034267,-0.121337323,0.057558185,-0.029274423,-0.021394262
505,P_9303,0.964,0.588,4,45750711.07,8.8,0.424317561,-0.282197567,-0.120387023,0.057889549,-0.029927369,-0.021185783
506,P_9304,0.964,0.588,4,45750711.07,9,0.424317561,-0.282197567,-0.120387023,0.057889549,-0.029927369,-0.021185783
507,P_9305,0.964,0.588,4,45750711.07,9.2,0.424317561,-0.282197567,-0.120387023,0.057889549,-0.029927369,-0.021185783
508,P_9306,0.964,0.588,4,45750711.07,9.4,0.424317561,-0.282197567,-0.120387023,0.057889549,-0.029927369,-0.021185783
509,P_9307,0.964,0.588,4,45750711.07,9.6,0.424317561,-0.282197567,-0.120387023,0.057889549,-0.029927369,-0.021185783
510,P_9308,0.964,0.588,4,45750711.07,9.8,0.424317561,-0.282197567,-0.120387023,0.057889549,-0.029927369,-0.021185783
511,P_9309,0.964,0.588,4,45750711.07,10,0.424317561,-0.282197567,-0.120387023,0.057889549,-0.029927369,-0.021185783
512,P_9310,0.964,0.596,4,45750711.07,8.8,0.425888838,-0.28534606,-0.119436557,0.058217069,-0.030575475,-0.020975425
513,P_9311,0.964,0.596,4,45750711.07,9,0.425888838,-0.28534606,-0.119436557,0.058217069,-0.030575475,-0.020975425
514,P_9312,0.964,0.596,4,45750711.07,9.2,0.425888838,-0.28534606,-0.119436557,0.058217069,-0.030575475,-0.020975425
515,P_9313,0.964,0.596,4,45750711.07,9.4,0.425888838,-0.28534606,-0.119436557,0.058217069,-0.030575475,-0.020975425
516,P_9314,0.964,0.596,4,45750711.07,9.6,0.425888838,-0.28534606,-0.119436557,0.058217069,-0.030575475,-0.020975425
517,P_9315,0.964,0.596,4,45750711.07,9.8,0.425888838,-0.28534606,-0.119436557,0.058217069,-0.030575475,-0.020975425
518,P_9316,0.964,0.596,4,45750711.07,10,0.425888838,-0.28534606,-0.119436557,0.058217069,-0.030575475,-0.020975425
519,P_9317,0.964,0.604,4,45750711.07,8.8,0.42744862,-0.288479746,-0.118485925,0.058540744,-0.03121874,-0.020763187
520,P_9318,0.964,0.604,4,45750711.07,9,0.42744862,-0.288479746,-0.118485925,0.058540744,-0.03121874,-0.020763187
521,P_9319,0.964,0.604,4,45750711.07,9.2,0.42744862,-0.288479746,-0.118485925,0.058540744,-0.03121874,-0.020763187
522,P_9320,0.964,0.604,4,45750711.07,9.4,0.42744862,-0.288479746,-0.118485925,0.058540744,-0.03121874,-0.020763187
523,P_9321,0.964,0.604,4,45750711.07,9.6,0.42744862,-0.288479746,-0.118485925,0.058540744,-0.03121874,-0.020763187
524,P_9322,0.964,0.604,4,45750711.07,9.8,0.42744862,-0.288479746,-0.118485925,0.058540744,-0.03121874,-0.020763187
525,P_9323,0.964,0.604,4,45750711.07,10,0.42744862,-0.288479746,-0.118485925,0.058540744,-0.03121874,-0.020763187
526,P_9324,0.964,0.612,4,45750711.07,8.8,0.428996908,-0.291598625,-0.117535127,0.058860575,-0.031857165,-0.02054907
527,P_9325,0.964,0.612,4,45750711.07,9,0.428996908,-0.291598625,-0.117535127,0.058860575,-0.031857165,-0.02054907
528,P_9326,0.964,0.612,4,45750711.07,9.2,0.428996908,-0.291598625,-0.117535127,0.058860575,-0.031857165,-0.02054907
529,P_9327,0.964,0.612,4,45750711.07,9.4,0.428996908,-0.291598625,-0.117535127,0.058860575,-0.031857165,-0.02054907
530,P_9328,0.964,0.612,4,45750711.07,9.6,0.428996908,-0.291598625,-0.117535127,0.058860575,-0.031857165,-0.02054907
531,P_9329,0.964,0.612,4,45750711.07,9.8,0.428996908,-0.291598625,-0.117535127,0.058860575,-0.031857165,-0.02054907
532,P_9330,0.964,0.612,4,45750711.07,10,0.428996908,-0.291598625,-0.117535127,0.058860575,-0.031857165,-0.02054907
533,P_9331,0.964,0.62,4,45750711.07,8.8,0.430533701,-0.294702698,-0.116584164,0.059176562,-0.03249075,-0.020333073
534,P_9332,0.964,0.62,4,45750711.07,9,0.430533701,-0.294702698,-0.116584164,0.059176562,-0.03249075,-0.020333073
535,P_9333,0.964,0.62,4,45750711.07,9.2,0.430533701,-0.294702698,-0.116584164,0.059176562,-0.03249075,-0.020333073
536,P_9334,0.964,0.62,4,45750711.07,9.4,0.430533701,-0.294702698,-0.116584164,0.059176562,-0.03249075,-0.020333073
537,P_9335,0.964,0.62,4,45750711.07,9.6,0.430533701,-0.294702698,-0.116584164,0.059176562,-0.03249075,-0.020333073
538,P_9336,0.964,0.62,4,45750711.07,9.8,0.430533701,-0.294702698,-0.116584164,0.059176562,-0.03249075,-0.020333073
539,P_9337,0.964,0.62,4,45750711.07,10,0.430533701,-0.294702698,-0.116584164,0.059176562,-0.03249075,-0.020333073
540,P_9338,0.978,0.54,4,45750711.07,8.8,0.420330837,-0.26135933,-0.126382668,0.057422847,-0.026278148,-0.022497882
541,P_9339,0.978,0.54,4,45750711.07,9,0.420330837,-0.26135933,-0.126382668,0.057422847,-0.026278148,-0.022497882
542,P_9340,0.978,0.54,4,45750711.07,9.2,0.420330837,-0.26135933,-0.126382668,0.057422847,-0.026278148,-0.022497882
543,P_9341,0.978,0.54,4,45750711.07,9.4,0.420330837,-0.26135933,-0.126382668,0.057422847,-0.026278148,-0.022497882
544,P_9342,0.978,0.54,4,45750711.07,9.6,0.420330837,-0.26135933,-0.126382668,0.057422847,-0.026278148,-0.022497882
545,P_9343,0.978,0.54,4,45750711.07,9.8,0.420330837,-0.26135933,-0.126382668,0.057422847,-0.026278148,-0.022497882
546,P_9344,0.978,0.54,4,45750711.07,10,0.420330837,-0.26135933,-0.126382668,0.057422847,-0.026278148,-0.022497882
547,P_9345,0.978,0.548,4,45750711.07,8.8,0.422030605,-0.264644327,-0.125436469,0.057787644,-0.026961788,-0.022308215
548,P_9346,0.978,0.548,4,45750711.07,9,0.422030605,-0.264644327,-0.125436469,0.057787644,-0.026961788,-0.022308215
549,P_9347,0.978,0.548,4,45750711.07,9.2,0.422030605,-0.264644327,-0.125436469,0.057787644,-0.026961788,-0.022308215
550,P_9348,0.978,0.548,4,45750711.07,9.4,0.422030605,-0.264644327,-0.125436469,0.057787644,-0.026961788,-0.022308215
551,P_9349,0.978,0.548,4,45750711.07,9.6,0.422030605,-0.264644327,-0.125436469,0.057787644,-0.026961788,-0.022308215
552,P_9350,0.978,0.548,4,45750711.07,9.8,0.422030605,-0.264644327,-0.125436469,0.057787644,-0.026961788,-0.022308215
553,P_9351,0.978,0.548,4,45750711.07,10,0.422030605,-0.264644327,-0.125436469,0.057787644,-0.026961788,-0.022308215
554,P_9352,0.978,0.556,4,45750711.07,8.8,0.423718702,-0.267914421,-0.124490163,0.058148466,-0.027640548,-0.022116661
555,P_9353,0.978,0.556,4,45750711.07,9,0.423718702,-0.267914421,-0.124490163,0.058148466,-0.027640548,-0.022116661
556,P_9354,0.978,0.556,4,45750711.07,9.2,0.423718702,-0.267914421,-0.124490163,0.058148466,-0.027640548,-0.022116661
557,P_9355,0.978,0.556,4,45750711.07,9.4,0.423718702,-0.267914421,-0.124490163,0.058148466,-0.027640548,-0.022116661
558,P_9356,0.978,0.556,4,45750711.07,9.6,0.423718702,-0.267914421,-0.124490163,0.058148466,-0.027640548,-0.022116661
559,P_9357,0.978,0.556,4,45750711.07,9.8,0.423718702,-0.267914421,-0.124490163,0.058148466,-0.027640548,-0.022116661
560,P_9358,0.978,0.556,4,45750711.07,10,0.423718702,-0.267914421,-0.124490163,0.058148466,-0.027640548,-0.022116661
561,P_9359,0.978,0.564,4,45750711.07,8.8,0.425395129,-0.27116961,-0.123543752,0.058505314,-0.02831443,-0.02192322
562,P_9360,0.978,0.564,4,45750711.07,9,0.425395129,-0.27116961,-0.123543752,0.058505314,-0.02831443,-0.02192322
563,P_9361,0.978,0.564,4,45750711.07,9.2,0.425395129,-0.27116961,-0.123543752,0.058505314,-0.02831443,-0.02192322
564,P_9362,0.978,0.564,4,45750711.07,9.4,0.425395129,-0.27116961,-0.123543752,0.058505314,-0.02831443,-0.02192322
565,P_9363,0.978,0.564,4,45750711.07,9.6,0.425395129,-0.27116961,-0.123543752,0.058505314,-0.02831443,-0.02192322
566,P_9364,0.978,0.564,4,45750711.07,9.8,0.425395129,-0.27116961,-0.123543752,0.058505314,-0.02831443,-0.02192322
567,P_9365,0.978,0.564,4,45750711.07,10,0.425395129,-0.27116961,-0.123543752,0.058505314,-0.02831443,-0.02192322
568,P_9366,0.978,0.572,4,45750711.07,8.8,0.427059886,-0.274409896,-0.122597236,0.058858188,-0.028983433,-0.021727893
569,P_9367,0.978,0.572,4,45750711.07,9,0.427059886,-0.274409896,-0.122597236,0.058858188,-0.028983433,-0.021727893
570,P_9368,0.978,0.572,4,45750711.07,9.2,0.427059886,-0.274409896,-0.122597236,0.058858188,-0.028983433,-0.021727893
571,P_9369,0.978,0.572,4,45750711.07,9.4,0.427059886,-0.274409896,-0.122597236,0.058858188,-0.028983433,-0.021727893
572,P_9370,0.978,0.572,4,45750711.07,9.6,0.427059886,-0.274409896,-0.122597236,0.058858188,-0.028983433,-0.021727893
573,P_9371,0.978,0.572,4,45750711.07,9.8,0.427059886,-0.274409896,-0.122597236,0.058858188,-0.028983433,-0.021727893
574,P_9372,0.978,0.572,4,45750711.07,10,0.427059886,-0.274409896,-0.122597236,0.058858188,-0.028983433,-0.021727893
575,P_9373,0.978,0.58,4,45750711.07,8.8,0.428712972,-0.277635278,-0.121650613,0.059207088,-0.029647556,-0.021530679
576,P_9374,0.978,0.58,4,45750711.07,9,0.428712972,-0.277635278,-0.121650613,0.059207088,-0.029647556,-0.021530679
577,P_9375,0.978,0.58,4,45750711.07,9.2,0.428712972,-0.277635278,-0.121650613,0.059207088,-0.029647556,-0.021530679
578,P_9376,0.978,0.58,4,45750711.07,9.4,0.428712972,-0.277635278,-0.121650613,0.059207088,-0.029647556,-0.021530679
579,P_9377,0.978,0.58,4,45750711.07,9.6,0.428712972,-0.277635278,-0.121650613,0.059207088,-0.029647556,-0.021530679
580,P_9378,0.978,0.58,4,45750711.07,9.8,0.428712972,-0.277635278,-0.121650613,0.059207088,-0.029647556,-0.021530679
581,P_9379,0.978,0.58,4,45750711.07,10,0.428712972,-0.277635278,-0.121650613,0.059207088,-0.029647556,-0.021530679
582,P_9380,0.978,0.588,4,45750711.07,8.8,0.430354387,-0.280845756,-0.120703885,0.059552014,-0.030306801,-0.021331578
583,P_9381,0.978,0.588,4,45750711.07,9,0.430354387,-0.280845756,-0.120703885,0.059552014,-0.030306801,-0.021331578
584,P_9382,0.978,0.588,4,45750711.07,9.2,0.430354387,-0.280845756,-0.120703885,0.059552014,-0.030306801,-0.021331578
585,P_9383,0.978,0.588,4,45750711.07,9.4,0.430354387,-0.280845756,-0.120703885,0.059552014,-0.030306801,-0.021331578
586,P_9384,0.978,0.588,4,45750711.07,9.6,0.430354387,-0.280845756,-0.120703885,0.059552014,-0.030306801,-0.021331578
587,P_9385,0.978,0.588,4,45750711.07,9.8,0.430354387,-0.280845756,-0.120703885,0.059552014,-0.030306801,-0.021331578
588,P_9386,0.978,0.588,4,45750711.07,10,0.430354387,-0.280845756,-0.120703885,0.059552014,-0.030306801,-0.021331578
589,P_9387,0.978,0.596,4,45750711.07,8.8,0.431984132,-0.28404133,-0.119757051,0.059892966,-0.030961166,-0.021130591
590,P_9388,0.978,0.596,4,45750711.07,9,0.431984132,-0.28404133,-0.119757051,0.059892966,-0.030961166,-0.021130591
591,P_9389,0.978,0.596,4,45750711.07,9.2,0.431984132,-0.28404133,-0.119757051,0.059892966,-0.030961166,-0.021130591
592,P_9390,0.978,0.596,4,45750711.07,9.4,0.431984132,-0.28404133,-0.119757051,0.059892966,-0.030961166,-0.021130591
593,P_9391,0.978,0.596,4,45750711.07,9.6,0.431984132,-0.28404133,-0.119757051,0.059892966,-0.030961166,-0.021130591
594,P_9392,0.978,0.596,4,45750711.07,9.8,0.431984132,-0.28404133,-0.119757051,0.059892966,-0.030961166,-0.021130591
595,P_9393,0.978,0.596,4,45750711.07,10,0.431984132,-0.28404133,-0.119757051,0.059892966,-0.030961166,-0.021130591
596,P_9394,0.978,0.604,4,45750711.07,8.8,0.433602206,-0.287222,-0.118810111,0.060229943,-0.031610652,-0.020927716
597,P_9395,0.978,0.604,4,45750711.07,9,0.433602206,-0.287222,-0.118810111,0.060229943,-0.031610652,-0.020927716
598,P_9396,0.978,0.604,4,45750711.07,9.2,0.433602206,-0.287222,-0.118810111,0.060229943,-0.031610652,-0.020927716
599,P_9397,0.978,0.604,4,45750711.07,9.4,0.433602206,-0.287222,-0.118810111,0.060229943,-0.031610652,-0.020927716
600,P_9398,0.978,0.604,4,45750711.07,9.6,0.433602206,-0.287222,-0.118810111,0.060229943,-0.031610652,-0.020927716
601,P_9399,0.978,0.604,4,45750711.07,9.8,0.433602206,-0.287222,-0.118810111,0.060229943,-0.031610652,-0.020927716
602,P_9400,0.978,0.604,4,45750711.07,10,0.433602206,-0.287222,-0.118810111,0.060229943,-0.031610652,-0.020927716
603,P_9401,0.978,0.612,4,45750711.07,8.8,0.43520861,-0.290387766,-0.117863065,0.060562947,-0.03225526,-0.020722956
604,P_9402,0.978,0.612,4,45750711.07,9,0.43520861,-0.290387766,-0.117863065,0.060562947,-0.03225526,-0.020722956
605,P_9403,0.978,0.612,4,45750711.07,9.2,0.43520861,-0.290387766,-0.117863065,0.060562947,-0.03225526,-0.020722956
606,P_9404,0.978,0.612,4,45750711.07,9.4,0.43520861,-0.290387766,-0.117863065,0.060562947,-0.03225526,-0.020722956
607,P_9405,0.978,0.612,4,45750711.07,9.6,0.43520861,-0.290387766,-0.117863065,0.060562947,-0.03225526,-0.020722956
608,P_9406,0.978,0.612,4,45750711.07,9.8,0.43520861,-0.290387766,-0.117863065,0.060562947,-0.03225526,-0.020722956
609,P_9407,0.978,0.612,4,45750711.07,10,0.43520861,-0.290387766,-0.117863065,0.060562947,-0.03225526,-0.020722956
610,P_9408,0.978,0.62,4,45750711.07,8.8,0.436803343,-0.293538629,-0.116915914,0.060891976,-0.032894988,-0.020516308
611,P_9409,0.978,0.62,4,45750711.07,9,0.436803343,-0.293538629,-0.116915914,0.060891976,-0.032894988,-0.020516308
612,P_9410,0.978,0.62,4,45750711.07,9.2,0.436803343,-0.293538629,-0.116915914,0.060891976,-0.032894988,-0.020516308
613,P_9411,0.978,0.62,4,45750711.07,9.4,0.436803343,-0.293538629,-0.116915914,0.060891976,-0.032894988,-0.020516308
614,P_9412,0.978,0.62,4,45750711.07,9.6,0.436803343,-0.293538629,-0.116915914,0.060891976,-0.032894988,-0.020516308
615,P_9413,0.978,0.62,4,45750711.07,9.8,0.436803343,-0.293538629,-0.116915914,0.060891976,-0.032894988,-0.020516308
616,P_9414,0.978,0.62,4,45750711.07,10,0.436803343,-0.293538629,-0.116915914,0.060891976,-0.032894988,-0.020516308
617,P_9415,0.992,0.54,4,45750711.07,8.8,0.425958038,-0.259666305,-0.126689539,0.059022302,-0.026618261,-0.022580983
618,P_9416,0.992,0.54,4,45750711.07,9,0.425958038,-0.259666305,-0.126689539,0.059022302,-0.026618261,-0.022580983
619,P_9417,0.992,0.54,4,45750711.07,9.2,0.425958038,-0.259666305,-0.126689539,0.059022302,-0.026618261,-0.022580983
620,P_9418,0.992,0.54,4,45750711.07,9.4,0.425958038,-0.259666305,-0.126689539,0.059022302,-0.026618261,-0.022580983
621,P_9419,0.992,0.54,4,45750711.07,9.6,0.425958038,-0.259666305,-0.126689539,0.059022302,-0.026618261,-0.022580983
622,P_9420,0.992,0.54,4,45750711.07,9.8,0.425958038,-0.259666305,-0.126689539,0.059022302,-0.026618261,-0.022580983
623,P_9421,0.992,0.54,4,45750711.07,10,0.425958038,-0.259666305,-0.126689539,0.059022302,-0.026618261,-0.022580983
624,P_9422,0.992,0.548,4,45750711.07,8.8,0.427717796,-0.262998502,-0.125746853,0.059401575,-0.027308331,-0.022400694
