hull_id,engine_id,propeller_id,NPV
1,2,62,269362676.78678948
1,3,62,271481295.01695675
1,4,62,254762073.21546146
1,1,63,198290063.0107446
1,2,63,270767113.66451681
1,3,63,269486548.81293035
1,4,63,248508242.69600013
1,1,64,156796861.22872031
1,2,64,269681814.25840151
1,3,64,270008102.57142574
1,4,64,255862074.79641908
1,1,65,163685875.24529466
1,2,65,258526369.10430294
1,3,65,273046901.01453441
1,4,65,249928047.27526683
1,1,66,168497571.46902186
1,2,66,260207639.19991836
1,3,66,272187101.00860447
1,4,66,255362156.93207902
1,1,67,173224270.69863343
1,2,67,261298626.95845956
1,3,67,273851691.51093489
1,4,67,253240381.00709549
1,1,68,184148427.5793069
1,2,68,264420549.76138505
1,3,68,272361367.05056667
1,4,68,255919984.69352141
1,1,69,190778459.19632074
1,2,69,269362676.78678948
1,3,69,272698614.73064703
1,4,69,254762073.21546146
1,1,70,199058730.19223082
1,2,70,270767113.66451681
1,3,70,266278110.54769281
1,4,70,248508242.69600013
1,1,71,150120868.02110121
1,2,71,255910791.31745949
1,3,71,269433131.72827435
1,4,71,248868089.99838656
1,1,72,165585010.49933556
1,2,72,258526369.10430294
1,3,72,272488392.60157096
1,4,72,249133428.28073788
1,1,73,168497571.46902186
1,2,73,260207639.19991836
1,3,73,272187101.00860447
1,4,73,255362156.93207902
1,1,74,175317198.52742761
1,2,74,261298626.95845956
1,3,74,273337465.64356506
1,4,74,253240381.00709549
1,1,75,186007104.78263554
1,2,75,265357779.44120878
1,3,75,272361367.05056667
1,4,75,255919984.69352141
1,1,76,192579623.17496035
1,2,76,266350239.47860864
1,3,76,272698614.73064703
1,4,76,252845298.8585321
1,1,77,194472453.75701493
1,2,77,270767113.66451681
1,3,77,266278110.54769281
1,4,77,248457183.63405991
1,1,78,161542464.70969224
1,2,78,259081740.98063844
1,3,78,270968850.17747885
1,4,78,252018268.25616801
1,1,79,170627142.33213902
1,2,79,260095097.25257757
1,3,79,274699221.28995031
1,4,79,255611285.1781781
1,1,80,175256097.41021284
1,2,80,263380347.69123748
1,3,80,274457934.58920163
1,4,80,255870626.43589398
1,1,81,181232675.35488743
1,2,81,265254165.00024047
1,3,81,270876686.93301445
1,4,81,251764386.67792678
1,1,82,187940861.87410924
1,2,82,266940533.92716977
1,3,82,267770592.95414394
1,4,82,251699265.38621104
1,1,83,195332924.37709141
1,2,83,269359195.83218771
1,3,83,266891541.47493842
1,4,83,248426648.43196735
1,1,84,203688567.37267539
1,2,84,272173663.11315149
1,3,84,268044717.75172499
1,4,84,250687650.19657859
1,1,85,161542464.70969224
1,2,85,259081740.98063844
1,3,85,269715268.86336309
1,4,85,252018268.25616801
1,1,86,166440370.92778036
1,2,86,260095097.25257757
1,3,86,273588985.78511423
1,4,86,255611285.1781781
1,1,87,175256097.41021284
1,2,87,263380347.69123748
1,3,87,274457934.58920163
1,4,87,255870626.43589398
1,1,88,182049648.15794483
1,2,88,264294644.30265275
1,3,88,270876686.93301445
1,4,88,251764386.67792678
1,1,89,188740563.66789526
1,2,89,266940533.92716977
1,3,89,267770592.95414394
1,4,89,251699265.38621104
1,1,90,196455371.14405766
1,2,90,269359195.83218771
1,3,90,266891541.47493842
1,4,90,248426648.43196735
1,1,91,198413521.45353916
1,2,91,272173663.11315149
1,3,91,268044717.75172499
1,4,91,250687650.19657859
1,1,92,162430002.98257226
1,2,92,271229859.05447423
1,3,92,269715268.86336309
1,4,92,252018268.25616801
1,1,93,166268821.82919902
1,2,93,260095097.25257757
1,3,93,273588985.78511423
1,4,93,255611285.1781781
1,1,94,177334127.70935395
1,2,94,263380347.69123748
1,3,94,274457934.58920163
1,4,94,255870626.43589398
1,1,95,182049648.15794483
1,2,95,264294644.30265275
1,3,95,272997783.47681916
1,4,95,251764386.67792678
1,1,96,188740563.66789526
1,2,96,266940533.92716977
1,3,96,267770592.95414394
1,4,96,251699265.38621104
1,1,97,197231780.83389995
1,2,97,269359195.83218771
1,3,97,266891541.47493842
1,4,97,248426648.43196735
1,1,98,199165066.77231127
1,2,98,272173663.11315149
1,3,98,268044717.75172499
1,4,98,250687650.19657859
1,1,99,163739367.0715605
1,2,99,271229859.05447423
1,3,99,269715268.86336309
1,4,99,252018268.25616801
1,1,100,168424621.06885961
1,2,100,260095097.25257757
1,3,100,273588985.78511423
1,4,100,255611285.1781781
1,1,101,177334127.70935395
1,2,101,263380347.69123748
1,3,101,274457934.58920163
1,4,101,255870626.43589398
1,1,102,182049648.15794483
1,2,102,264294644.30265275
1,3,102,272997783.47681916
1,4,102,251764386.67792678
1,1,103,189904499.22016606
1,2,103,266940533.92716977
1,3,103,267770592.95414394
1,4,103,251699265.38621104
1,1,104,197231780.83389995
1,2,104,269359195.83218771
1,3,104,266891541.47493842
1,4,104,248426648.43196735
1,1,105,205462914.31378075
1,2,105,272173663.11315149
1,3,105,268044717.75172499
1,4,105,250687650.19657859
1,1,106,164566769.09655258
1,2,106,271229859.05447423
1,3,106,269715268.86336309
1,4,106,252018268.25616801
1,1,107,168424621.06885961
1,2,107,260095097.25257757
1,3,107,273588985.78511423
1,4,107,255611285.1781781
1,1,108,173272423.29315457
1,2,108,264340489.08100224
1,3,108,274457934.58920163
1,4,108,255920901.72363907
1,1,109,184066602.9076578
1,2,109,264294644.30265275
1,3,109,272997783.47681916
1,4,109,251764386.67792678
1,1,110,190697805.8447732
1,2,110,266940533.92716977
1,3,110,267770592.95414394
1,4,110,251699265.38621104
1,1,111,197231780.83389995
1,2,111,269359195.83218771
1,3,111,266891541.47493842
1,4,111,248426648.43196735
1,1,112,200236470.16898373
1,2,112,272173663.11315149
1,3,112,268044717.75172499
1,4,112,250687650.19657859
1,1,113,166363500.57464662
1,2,113,271229859.05447423
1,3,113,269715268.86336309
1,4,113,252018268.25616801
1,1,114,168424621.06885961
1,2,114,258544439.29264861
1,3,114,273588985.78511423
1,4,114,255611285.1781781
1,1,115,174081614.11639783
1,2,115,264340489.08100224
1,3,115,274457934.58920163
1,4,115,255920901.72363907
1,1,116,180081848.6202133
1,2,116,263782302.01885656
1,3,116,272997783.47681916
1,4,116,251764386.67792678
1,1,117,190697805.8447732
1,2,117,267853370.27310494
1,3,117,267770592.95414394
1,4,117,251699265.38621104
1,1,118,192598676.83797303
1,2,118,269359195.83218771
1,3,118,266891541.47493842
1,4,118,248426648.43196735
1,1,119,197280268.86494294
1,2,119,272173663.11315149
1,3,119,268044717.75172499
1,4,119,250687650.19657859
1,1,120,167134131.69662181
1,2,120,271229859.05447423
1,3,120,269715268.86336309
1,4,120,251225298.79906842
1,1,121,166382427.05247742
1,2,121,258544439.29264861
1,3,121,273588985.78511423
1,4,121,255611285.1781781
1,1,122,175277626.13162428
1,2,122,262830489.13844332
1,3,122,274457934.58920163
1,4,122,252839028.91265479
1,1,123,184869869.28527617
1,2,123,263782302.01885656
1,3,123,272997783.47681916
1,4,123,251733947.55903137
1,1,124,185935129.47478488
1,2,124,267853370.27310494
1,3,124,267770592.95414394
1,4,124,251699265.38621104
1,1,125,199058730.19223082
1,2,125,269359195.83218771
1,3,125,266891541.47493842
1,4,125,248426648.43196735
1,1,126,197249499.71223587
1,2,126,272600485.67947602
1,3,126,268044717.75172499
1,4,126,250687650.19657859
1,1,127,160156453.46087253
1,2,127,271229859.05447423
1,3,127,269715268.86336309
1,4,127,251225298.79906842
1,1,128,171492356.42210248
1,2,128,258544439.29264861
1,3,128,273588985.78511423
1,4,128,254818678.42987564
1,1,129,175277626.13162428
1,2,129,262830489.13844332
1,3,129,273931286.89746863
1,4,129,255102398.76881585
1,1,130,182057382.57188517
1,2,130,263782302.01885656
1,3,130,270876686.93301445
1,4,130,251733947.55903137
1,1,131,188704962.03215441
1,2,131,267853370.27310494
1,3,131,267770592.95414394
1,4,131,251699265.38621104
1,1,132,194472453.75701493
1,2,132,269359195.83218771
1,3,132,266891541.47493842
1,4,132,248426648.43196735
1,1,133,199167462.75782523
1,2,133,270725365.57741988
1,3,133,268044717.75172499
1,4,133,250687650.19657859
1,1,134,156429765.15179938
1,2,134,257495132.73871017
1,3,134,270566568.71420085
1,4,134,251225298.79906842
1,1,135,165705114.43226635
1,2,135,258544439.29264861
1,3,135,274699221.28995031
1,4,135,254818678.42987564
1,1,136,170449427.67424527
1,2,136,262830489.13844332
1,3,136,273931286.89746863
1,4,136,255102398.76881585
1,1,137,182851696.8838194
1,2,137,263782302.01885656
1,3,137,270876686.93301445
1,4,137,253890362.36883843
1,1,138,189482566.53885379
1,2,138,268394572.3666563
1,3,138,267770592.95414394
1,4,138,251699265.38621104
1,1,139,190667343.07969621
1,2,139,269359195.83218771
1,3,139,266891541.47493842
1,4,139,248426648.43196735
1,1,140,199216209.36837542
1,2,140,270725365.57741988
1,3,140,268044717.75172499
1,4,140,250687650.19657859
1,1,141,157279382.25401315
1,2,141,258449320.72960359
1,3,141,271821262.26420021
1,4,141,251225298.79906842
1,1,142,166400259.82714349
1,2,142,258677105.71133471
1,3,142,274699221.28995031
1,4,142,248623895.42950442
1,1,143,178266224.21733314
1,2,143,259653167.17069921
1,3,143,273931286.89746863
1,4,143,255102398.76881585
1,1,144,177206847.07147315
1,2,144,263782302.01885656
1,3,144,270876686.93301445
1,4,144,253890362.36883843
1,1,145,183987817.38565007
1,2,145,268394572.3666563
1,3,145,267770592.95414394
1,4,145,251699265.38621104
1,1,146,191458095.05324009
1,2,146,269359195.83218771
1,3,146,266891541.47493842
1,4,146,248396075.02028203
1,1,147,199216209.36837542
1,2,147,270254162.13668483
1,3,147,268044717.75172499
1,4,147,250687650.19657859
1,1,148,159516921.8047258
1,2,148,258449320.72960359
1,3,148,271821262.26420021
1,4,148,251225298.79906842
1,1,149,163614271.04024643
1,2,149,260207639.19991836
1,3,149,274157103.22759289
1,4,149,248623895.42950442
1,1,150,172520216.47552752
1,2,150,260227911.84239775
1,3,150,273931286.89746863
1,4,150,255102398.76881585
1,1,151,179351048.95401078
1,2,151,264420549.76138505
1,3,151,270361800.78458667
1,4,151,255017053.87065762
1,1,152,185988733.08282432
1,2,152,265334221.96046883
1,3,152,267770592.95414394
1,4,152,251668427.31526116
1,1,153,192689418.50588003
1,2,153,269359195.83218771
1,3,153,268114530.90963554
1,4,153,250566892.36932468
1,1,154,200953030.12939754
1,2,154,270322690.82596117
1,3,154,268044717.75172499
1,4,154,250687650.19657859
1,1,155,171492356.42210248
1,2,155,260022723.67592159
1,3,155,271540570.85849321
1,4,155,250683410.48315454
1,1,156,176128691.53660533
1,2,156,263247178.41616374
1,3,156,271732094.81098515
1,4,156,250971066.62512058
1,1,157,182057382.57188517
1,2,157,262822833.82593748
1,3,157,271761217.57414442
1,4,157,253835080.67204159
1,1,158,185935129.47478488
1,2,158,266940533.92716977
1,3,158,272615850.38912213
1,4,158,253828603.61295736
1,1,159,199112233.4411633
1,2,159,267847965.19760293
1,3,159,269541056.69798142
1,4,159,250712556.93570131
1,1,160,197280268.86494294
1,2,160,272173663.11315149
1,3,160,269771054.16767722
1,4,160,250435218.26450017
1,1,161,205588849.74531245
1,2,161,273244754.12719721
1,3,161,269769201.71254528
1,4,161,248613776.41587231
1,1,162,161488350.31788164
1,2,162,260022723.67592159
1,3,162,271540570.85849321
1,4,162,250683410.48315454
1,1,163,170449427.67424527
1,2,163,263247178.41616374
1,3,163,274516428.8003183
1,4,163,250971066.62512058
1,1,164,182018316.53092974
1,2,164,262822833.82593748
1,3,164,271761217.57414442
1,4,164,253835080.67204159
1,1,165,188759186.4795711
1,2,165,266862538.45682091
1,3,165,272615850.38912213
1,4,165,254630890.45772085
1,1,166,199820167.39914271
1,2,166,267847965.19760293
1,3,166,269448648.9399398
1,4,166,250712556.93570131
1,1,167,197249499.71223587
1,2,167,272173663.11315149
1,3,167,268665951.40267789
1,4,167,250435218.26450017
1,1,168,205667066.39449275
1,2,168,273244754.12719721
1,3,168,269769201.71254528
1,4,168,248613776.41587231
1,1,169,166559755.06882781
1,2,169,260022723.67592159
1,3,169,271540570.85849321
1,4,169,250683410.48315454
1,1,170,170449427.67424527
1,2,170,261737341.11962256
1,3,170,274516428.8003183
1,4,170,250971066.62512058
1,1,171,182851696.8838194
1,2,171,262822833.82593748
1,3,171,271761217.57414442
1,4,171,253835080.67204159
1,1,172,189482566.53885379
1,2,172,266862538.45682091
1,3,172,272615850.38912213
1,4,172,254630890.45772085
1,1,173,194472453.75701493
1,2,173,267847965.19760293
1,3,173,269448648.9399398
1,4,173,250712556.93570131
1,1,174,198053987.48660016
1,2,174,272309777.89104319
1,3,174,268665951.40267789
1,4,174,246314766.10654116
1,1,175,206416742.38184005
1,2,175,273244754.12719721
1,3,175,269769201.71254528
1,4,175,248613776.41587231
1,1,176,162140000.49145684
1,2,176,260022723.67592159
1,3,176,271540570.85849321
1,4,176,250683410.48315454
1,1,177,171292514.79035977
1,2,177,261737341.11962256
1,3,177,274516428.8003183
1,4,177,248072088.74645814
1,1,178,177206847.07147315
1,2,178,262822833.82593748
1,3,178,271761217.57414442
1,4,178,253835080.67204159
1,1,179,183987817.38565007
1,2,179,266862538.45682091
1,3,179,272615850.38912213
1,4,179,250533816.5134176
1,1,180,190667343.07969621
1,2,180,267847965.19760293
1,3,180,269448648.9399398
1,4,180,250712556.93570131
1,1,181,199136944.85199919
1,2,181,272309777.89104319
1,3,181,268665951.40267789
1,4,181,246314766.10654116
1,1,182,207348725.68511665
1,2,182,273244754.12719721
1,3,182,269769201.71254528
1,4,182,248613776.41587231
1,1,183,163489498.44288006
1,2,183,260022723.67592159
1,3,183,271540570.85849321
1,4,183,250683410.48315454
1,1,184,172527720.72861293
1,2,184,261737341.11962256
1,3,184,274516428.8003183
1,4,184,250203338.38130417
1,1,185,177206847.07147315
1,2,185,262822833.82593748
1,3,185,271761217.57414442
1,4,185,253835080.67204159
1,1,186,183987817.38565007
1,2,186,266862538.45682091
1,3,186,272615850.38912213
1,4,186,250583922.23017466
1,1,187,190667343.07969621
1,2,187,267847965.19760293
1,3,187,269448648.9399398
1,4,187,250712556.93570131
1,1,188,199136944.85199919
1,2,188,272173663.11315149
1,3,188,268665951.40267789
1,4,188,246314766.10654116
1,1,189,207348725.68511665
1,2,189,273244754.12719721
1,3,189,269769201.71254528
1,4,189,246317247.16651464
1,1,190,164374829.67613062
1,2,190,260022723.67592159
1,3,190,271540570.85849321
1,4,190,250683410.48315454
1,1,191,173364308.17630363
1,2,191,261737341.11962256
1,3,191,274516428.8003183
1,4,191,250203338.38130417
1,1,192,178032171.76052609
1,2,192,262822833.82593748
1,3,192,271761217.57414442
1,4,192,253835080.67204159
1,1,193,183987817.38565007
1,2,193,266862538.45682091
1,3,193,272615850.38912213
1,4,193,249767444.36725941
1,1,194,191458095.05324009
1,2,194,267847965.19760293
1,3,194,269448648.9399398
1,4,194,250712556.93570131
1,1,195,199136944.85199919
1,2,195,272173663.11315149
1,3,195,268665951.40267789
1,4,195,246314766.10654116
1,1,196,207348725.68511665
1,2,196,273244754.12719721
1,3,196,269769201.71254528
1,4,196,246317247.16651464
1,1,197,164374829.67613062
1,2,197,260022723.67592159
1,3,197,271540570.85849321
1,4,197,250683410.48315454
1,1,198,169132722.4229337
1,2,198,261737341.11962256
1,3,198,274516428.8003183
1,4,198,250203338.38130417
1,1,199,179268324.52157339
1,2,199,262822833.82593748
1,3,199,271761217.57414442
1,4,199,253835080.67204159
1,1,200,185988733.08282432
1,2,200,266862538.45682091
1,3,200,272615850.38912213
1,4,200,249767444.36725941
1,1,201,192609053.92323324
1,2,201,267847965.19760293
1,3,201,269448648.9399398
1,4,201,250712556.93570131
1,1,202,199982407.34416211
1,2,202,272173663.11315149
1,3,202,268665951.40267789
1,4,202,246314766.10654116
1,1,203,202901016.14811093
1,2,203,273244754.12719721
1,3,203,269769201.71254528
1,4,203,248613776.41587231
1,1,204,166547618.31078365
1,2,204,258544439.29264861
1,3,204,271540570.85849321
1,4,204,250683410.48315454
1,1,205,170357577.96616286
1,2,205,261014813.3354063
1,3,205,275311851.26822889
1,4,205,250203338.38130417
1,1,206,180169894.73340663
1,2,206,262822833.82593748
1,3,206,271761217.57414442
1,4,206,253804563.86287898
1,1,207,185988733.08282432
1,2,207,266940533.92716977
1,3,207,272615850.38912213
1,4,207,249717343.09077743
1,1,208,192609053.92323324
1,2,208,268372633.65283805
1,3,208,269448648.9399398
1,4,208,250712556.93570131
1,1,209,200953030.12939754
1,2,209,272173663.11315149
1,3,209,268665951.40267789
1,4,209,246284087.45619339
1,1,210,202901016.14811093
1,2,210,273244754.12719721
1,3,210,269245665.536327
1,4,210,248613776.41587231
1,1,211,166494341.66218942
1,2,211,258544439.29264861
1,3,211,271540570.85849321
1,4,211,250653175.85383672
1,1,212,171298177.84990177
1,2,212,262701124.1489684
1,3,212,274786109.90335375
1,4,212,250203338.38130417
1,1,213,180038323.60058811
1,2,213,262822833.82593748
1,3,213,271761217.57414442
1,4,213,253804563.86287898
1,1,214,186871693.19207078
1,2,214,266940533.92716977
1,3,214,272116801.68739665
1,4,214,253828603.61295736
1,1,215,193473788.29082957
1,2,215,268372633.65283805
1,3,215,268898163.92444956
1,4,215,250712556.93570131
1,1,216,201712887.70686063
1,2,216,272600485.67947602
1,3,216,268665951.40267789
1,4,216,246284087.45619339
1,1,217,200051935.56499577
1,2,217,273244754.12719721
1,3,217,269245665.536327
1,4,217,248613776.41587231
1,1,218,166334176.53165847
1,2,218,258544439.29264861
1,3,218,271540570.85849321
1,4,218,249812053.9761956
1,1,219,171298177.84990177
1,2,219,259520408.73261201
1,3,219,272730086.46142948
1,4,219,250203338.38130417
1,1,220,182072938.56551203
1,2,220,262822833.82593748
1,3,220,271761217.57414442
1,4,220,255958736.83837816
1,1,221,187913446.93617132
1,2,221,266940533.92716977
1,3,221,272116801.68739665
1,4,221,253828603.61295736
1,1,222,194475577.06118101
1,2,222,268372633.65283805
1,3,222,268898163.92444956
1,4,222,250712556.93570131
1,1,223,196401180.386078
1,2,223,272600485.67947602
1,3,223,268114530.90963554
1,4,223,250435218.26450017
1,1,224,204825775.2162199
1,2,224,273244754.12719721
1,3,224,269245665.536327
1,4,224,248613776.41587231
1,1,225,167100404.66092506
1,2,225,259136129.84680375
1,3,225,270968850.17747885
1,4,225,249812053.9761956
1,1,226,173406859.86560616
1,2,226,259653167.17069921
1,3,226,272730086.46142948
1,4,226,250152292.88825119
1,1,227,178121111.1871697
1,2,227,262822833.82593748
1,3,227,271761217.57414442
1,4,227,255958736.83837816
1,1,228,188708509.774591
1,2,228,268394572.3666563
1,3,228,272116801.68739665
1,4,228,253828603.61295736
1,1,229,195253609.42087245
1,2,229,269286673.06052285
1,3,229,266891541.47493842
1,4,229,250712556.93570131
1,1,230,197234646.4271014
1,2,230,269359195.83218771
1,3,230,269219579.44816697
1,4,230,252571941.43583912
1,1,231,201861021.70111308
1,2,231,273244754.12719721
1,3,231,269245665.536327
1,4,231,248613776.41587231
1,1,232,171298177.84990177
1,2,232,261737341.11962256
1,3,232,273320427.41776228
1,4,232,252291317.14745373
1,1,233,180038323.60058811
1,2,233,262689719.35793251
1,3,233,273660706.18110681
1,4,233,255613151.11000004
1,1,234,185988733.08282432
1,2,234,266862538.45682091
1,3,234,273495946.46552402
1,4,234,252579472.07947174
1,1,235,192609053.92323324
1,2,235,267847965.19760293
1,3,235,273828695.86820799
1,4,235,252679782.95113838
1,1,236,200953030.12939754
1,2,236,272241586.73398256
1,3,236,268665951.40267789
1,4,236,248426648.43196735
1,1,237,202901016.14811093
1,2,237,272309777.89104319
1,3,237,267791057.54634404
1,4,237,251514428.19160417
1,1,238,211196954.18658313
1,2,238,274091559.71867239
1,3,238,270120466.90355587
1,4,238,245311936.11706334
1,1,239,171298177.84990177
1,2,239,261737341.11962256
1,3,239,273320427.41776228
1,4,239,252291317.14745373
1,1,240,176015855.70608184
1,2,240,262689719.35793251
1,3,240,273660706.18110681
1,4,240,255613151.11000004
1,1,241,186790177.36745611
1,2,241,266862538.45682091
1,3,241,273495946.46552402
1,4,241,252579472.07947174
1,1,242,193393425.5159691
1,2,242,267847965.19760293
1,3,242,273828695.86820799
1,4,242,252713125.39971665
1,1,243,200953030.12939754
1,2,243,272241586.73398256
1,3,243,267442906.66875339
1,4,243,248426648.43196735
1,1,244,202901016.14811093
1,2,244,272309777.89104319
1,3,244,270942811.40843952
1,4,244,251514428.19160417
1,1,245,208189480.83432379
1,2,245,274091559.71867239
1,3,245,270120466.90355587
1,4,245,245311936.11706334
1,1,246,166448233.56845421
1,2,246,261737341.11962256
1,3,246,273320427.41776228
1,4,246,252291317.14745373
1,1,247,178085706.76910731
1,2,247,262689719.35793251
1,3,247,274200612.40507573
1,4,247,255613151.11000004
1,1,248,186871693.19207078
1,2,248,266862538.45682091
1,3,248,273495946.46552402
1,4,248,252579472.07947174
1,1,249,193473788.29082957
1,2,249,267847965.19760293
1,3,249,273828695.86820799
1,4,249,252713125.39971665
