simmulate_count,hull_id,engine_id,propeller_id,NPV
0,1,1,400,178032171.76052609,00:04:46
1,1,2,400,265850903.79933277,00:11:24
2,1,3,400,272393903.24031973,00:19:20
3,1,4,400,255613151.11000004,00:22:33
4,1,1,401,183987817.38565007,00:27:18
5,1,2,401,267362855.76011926,00:33:58
6,1,3,401,273495946.46552402,00:41:54
7,1,4,401,252608689.5410932,00:45:06
8,1,1,402,190721597.83221042,00:49:51
9,1,2,402,269959240.20267314,00:56:29
10,1,3,402,268060089.30538946,01:04:13
11,1,4,402,252704253.9029355,01:07:25
12,1,1,403,197249499.71223587,01:12:11
13,1,2,403,271733630.36490232,01:18:52
14,1,3,403,269201612.61423343,01:26:38
15,1,4,403,252579426.61733848,01:29:48
16,1,1,404,205588849.74531245,01:34:33
17,1,2,404,273157180.21817523,01:41:14
18,1,3,404,271033980.83275682,01:48:59
19,1,4,404,251514428.19160417,01:52:12
20,1,1,405,209378832.6866987,01:56:56
21,1,2,405,274091860.09200418,02:03:37
22,1,3,405,270270893.88593119,02:11:15
23,1,4,405,248698618.76626378,02:14:24
24,1,1,406,214716337.64141622,02:19:10
25,1,2,406,274568826.61410099,02:25:39
26,1,3,406,271309649.99252373,02:33:18
27,1,4,406,247704628.77450767,02:36:26
28,1,1,407,178032171.76052609,02:41:12
29,1,2,407,265850903.79933277,02:47:52
30,1,3,407,272393903.24031973,02:55:48
31,1,4,407,255613151.11000004,02:59:01
32,1,1,408,183987817.38565007,03:03:46
33,1,2,408,267362855.76011926,03:10:26
34,1,3,408,273495946.46552402,03:18:23
35,1,4,408,252608689.5410932,03:21:36
36,1,1,409,190667343.07969621,03:26:22
37,1,2,409,269959240.20267314,03:33:03
38,1,3,409,268060089.30538946,03:40:49
39,1,4,409,252704253.9029355,03:44:01
40,1,1,410,198023459.25962898,03:48:47
41,1,2,410,271733630.36490232,03:55:28
42,1,3,410,269201612.61423343,04:03:14
43,1,4,410,252579426.61733848,04:06:23
44,1,1,411,205588849.74531245,04:11:08
45,1,2,411,273157180.21817523,04:17:48
46,1,3,411,271569744.39625365,04:25:34
47,1,4,411,251514428.19160417,04:28:47
48,1,1,412,209310149.17015401,04:33:33
49,1,2,412,274091860.09200418,04:40:13
50,1,3,412,270270893.88593119,04:47:52
51,1,4,412,248698618.76626378,04:51:01
52,1,1,413,214716337.64141622,04:55:47
53,1,2,413,274568826.61410099,05:02:13
54,1,3,413,271309649.99252373,05:09:49
55,1,4,413,247704628.77450767,05:12:57
56,1,1,414,179268324.52157339,05:17:42
57,1,2,414,265850903.79933277,05:24:21
58,1,3,414,272393903.24031973,05:32:16
59,1,4,414,255613151.11000004,05:35:28
60,1,1,415,183987817.38565007,05:40:13
61,1,2,415,267362855.76011926,05:46:52
62,1,3,415,273495946.46552402,05:54:47
63,1,4,415,252608689.5410932,05:57:59
64,1,1,416,190667343.07969621,06:02:43
65,1,2,416,269959240.20267314,06:09:21
66,1,3,416,268060089.30538946,06:17:05
67,1,4,416,252704253.9029355,06:20:16
68,1,1,417,198023459.25962898,06:25:01
69,1,2,417,271733630.36490232,06:31:38
70,1,3,417,269201612.61423343,06:39:23
71,1,4,417,252579426.61733848,06:42:30
72,1,1,418,206338527.54115751,06:47:14
73,1,2,418,273157180.21817523,06:53:52
74,1,3,418,271569744.39625365,07:01:36
75,1,4,418,251514428.19160417,07:04:48
76,1,1,419,209310149.17015401,07:09:32
77,1,2,419,274091860.09200418,07:16:11
78,1,3,419,270270893.88593119,07:23:48
79,1,4,419,248698618.76626378,07:26:56
80,1,1,420,214716337.64141622,07:31:41
81,1,2,420,274568826.61410099,07:38:08
82,1,3,420,270085944.38636488,07:45:47
83,1,4,420,247704628.77450767,07:48:55
84,1,1,421,180087172.10994288,07:53:41
85,1,2,421,266391375.64565808,08:00:20
86,1,3,421,272393903.24031973,08:08:15
87,1,4,421,255613151.11000004,08:11:28
88,1,1,422,184795688.50531575,08:16:13
89,1,2,422,267362855.76011926,08:22:51
90,1,3,422,273495946.46552402,08:30:47
91,1,4,422,252608689.5410932,08:34:00
92,1,1,423,191458095.05324009,08:38:46
93,1,2,423,269959240.20267314,08:45:25
94,1,3,423,268060089.30538946,08:53:10
95,1,4,423,252704253.9029355,08:56:23
96,1,1,424,199136944.85199919,09:01:08
97,1,2,424,271733630.36490232,09:07:46
98,1,3,424,269201612.61423343,09:15:32
99,1,4,424,252579426.61733848,09:18:40
100,1,1,425,206338527.54115751,09:23:25
101,1,2,425,273157180.21817523,09:30:05
102,1,3,425,271569744.39625365,09:37:50
103,1,4,425,251514428.19160417,09:41:03
104,1,1,426,209310149.17015401,09:45:49
105,1,2,426,274091860.09200418,09:52:28
106,1,3,426,270270893.88593119,10:00:06
107,1,4,426,248698618.76626378,10:03:14
108,1,1,427,214510606.06005037,10:07:59
109,1,2,427,274568826.61410099,10:14:26
110,1,3,427,270085944.38636488,10:22:03
111,1,4,427,242653860.68840146,10:25:13
112,1,1,428,176064732.18480322,10:29:59
113,1,2,428,263231324.29098758,10:36:40
114,1,3,428,272393903.24031973,10:44:35
115,1,4,428,255613151.11000004,10:47:49
116,1,1,429,185988733.08282432,10:52:33
117,1,2,429,265377852.33962357,10:59:13
118,1,3,429,273495946.46552402,11:07:10
119,1,4,429,252608689.5410932,11:10:23
120,1,1,430,191458095.05324009,11:15:09
121,1,2,430,269959240.20267314,11:21:49
122,1,3,430,268060089.30538946,11:29:35
123,1,4,430,252704253.9029355,11:32:48
124,1,1,431,199136944.85199919,11:37:33
125,1,2,431,271733630.36490232,11:44:13
126,1,3,431,268665951.40267789,11:51:58
127,1,4,431,252579426.61733848,11:55:07
128,1,1,432,201099036.16209251,11:59:52
129,1,2,432,273157180.21817523,12:06:32
130,1,3,432,271569744.39625365,12:14:18
131,1,4,432,251514428.19160417,12:17:31
132,1,1,433,209310149.17015401,12:22:17
133,1,2,433,274091860.09200418,12:28:56
134,1,3,433,270270893.88593119,12:36:34
135,1,4,433,248698618.76626378,12:39:41
136,1,1,434,218003051.1857613,12:44:26
137,1,2,434,274568826.61410099,12:50:53
138,1,3,434,270085944.38636488,12:58:32
139,1,4,434,242653860.68840146,13:01:42
140,1,1,435,176064732.18480322,13:06:26
141,1,2,435,261190116.67123982,13:13:05
142,1,3,435,272393903.24031973,13:21:00
143,1,4,435,255613151.11000004,13:24:13
144,1,1,436,186790177.36745611,13:28:57
145,1,2,436,265377852.33962357,13:35:35
146,1,3,436,273495946.46552402,13:43:30
147,1,4,436,252608689.5410932,13:46:42
148,1,1,437,192609053.92323324,13:51:27
149,1,2,437,270847613.75375819,13:58:04
150,1,3,437,268060089.30538946,14:05:49
151,1,4,437,252704253.9029355,14:09:01
152,1,1,438,199903144.63568607,14:13:46
153,1,2,438,271733630.36490232,14:20:25
154,1,3,438,268665951.40267789,14:28:12
155,1,4,438,252579426.61733848,14:31:21
156,1,1,439,207407457.68012369,14:36:06
157,1,2,439,273157180.21817523,14:42:46
158,1,3,439,271033980.83275682,14:50:32
159,1,4,439,251514428.19160417,14:53:45
160,1,1,440,206435830.33594394,14:58:31
161,1,2,440,274091860.09200418,15:05:11
162,1,3,440,270270893.88593119,15:12:50
163,1,4,440,248698618.76626378,15:15:59
164,1,1,441,211415188.60357094,15:20:45
165,1,2,441,274568826.61410099,15:27:13
166,1,3,441,270085944.38636488,15:34:49
167,1,4,441,242653860.68840146,15:38:00
168,1,1,442,178046466.73325843,15:42:44
169,1,2,442,261190116.67123982,15:49:23
170,1,3,442,272393903.24031973,15:57:17
171,1,4,442,255613151.11000004,16:00:29
172,1,1,443,186790177.36745611,16:05:13
173,1,2,443,265377852.33962357,16:11:51
174,1,3,443,273495946.46552402,16:19:47
175,1,4,443,252608689.5410932,16:22:59
176,1,1,444,193393425.5159691,16:27:43
177,1,2,444,270847613.75375819,16:34:22
178,1,3,444,268060089.30538946,16:42:06
179,1,4,444,252704253.9029355,16:45:19
180,1,1,445,199903144.63568607,16:50:05
181,1,2,445,271733630.36490232,16:56:45
182,1,3,445,268665951.40267789,17:04:30
183,1,4,445,252579426.61733848,17:07:39
184,1,1,446,208092097.20945916,17:12:26
185,1,2,446,273157180.21817523,17:19:06
186,1,3,446,271033980.83275682,17:26:53
187,1,4,446,251514428.19160417,17:30:06
188,1,1,447,210030554.96571153,17:34:52
189,1,2,447,274091860.09200418,17:41:32
190,1,3,447,270270893.88593119,17:49:11
191,1,4,447,248698618.76626378,17:52:20
192,1,1,448,211415188.60357094,17:57:06
193,1,2,448,274568826.61410099,18:03:35
194,1,3,448,271309649.99252373,18:11:14
195,1,4,448,242653860.68840146,18:14:26
196,1,1,449,178046466.73325843,18:19:12
197,1,2,449,261190116.67123982,18:25:52
198,1,3,449,272393903.24031973,18:33:49
199,1,4,449,255613151.11000004,18:37:02
200,1,1,450,182843966.34665596,18:41:48
201,1,2,450,265377852.33962357,18:48:29
202,1,3,450,273495946.46552402,18:56:26
203,1,4,450,252608689.5410932,18:59:39
204,1,1,451,193393425.5159691,19:04:25
205,1,2,451,270847613.75375819,19:11:05
206,1,3,451,268060089.30538946,19:18:51
207,1,4,451,252704253.9029355,19:22:05
208,1,1,452,194542570.38789675,19:26:51
209,1,2,452,271733630.36490232,19:33:32
210,1,3,452,268665951.40267789,19:41:19
211,1,4,452,252579426.61733848,19:44:28
212,1,1,453,202901016.14811093,19:49:14
213,1,2,453,273157180.21817523,19:55:54
214,1,3,453,271033980.83275682,20:03:41
215,1,4,453,251514428.19160417,20:06:54
216,1,1,454,211196954.18658313,20:11:40
217,1,2,454,274091860.09200418,20:18:20
218,1,3,454,270270893.88593119,20:26:00
219,1,4,454,248698618.76626378,20:29:09
220,1,1,455,211386056.28706649,20:33:55
221,1,2,455,274568826.61410099,20:40:24
222,1,3,455,271309649.99252373,20:48:01
223,1,4,455,242653860.68840146,20:51:11
