2015/01/01,723.9537024142155,2015/01/01,742.298934506341,2015/01/01,736.0054499915733,2015/01/01,753.3356202682338,2015/01/01,743.3106023172328,2015/01/01,733.8620743108971,2015/01/01,744.722981018683,2015/01/01,733.8620743108971,2015/01/01,762.972486919821,2015/01/01,750.8106875974406,2015/01/01,748.3060059914577,2015/01/01,741.063954993569,2015/01/01,724.9538473138662,2015/01/01,734.8737421217891,2015/01/01,742.2989345063411,2015/01/01,748.3060059914577,2015/01/01,714.0290829274925,2015/01/01,740.0406315131889,2015/01/01,740.2928997512868,2015/01/01,735.011017236413,2015/01/01,734.963044127389,2015/01/01,731.8560395558429,2015/01/01,735.011017236413,2015/01/01,752.3181413125642,2015/01/01,741.0639549935692,2015/01/01,763.9757629056066,2015/01/01,737.0055948912237,2015/01/01,723.9537024142154,2015/01/01,729.0122074162113,2015/01/01,736.349116289474,2015/01/01,717.226019565054,2015/01/01,747.740683584629,2015/01/01,715.0349727828963,2015/01/01,727.9122560940301,2015/01/01,719.1978789510488,2015/01/01,738.0114847466275,2015/01/01,749.7814860206787,2015/01/01,735.011017236413,2015/01/01,730.8579266769223,2015/01/01,760.9232926586651,2015/01/01,737.9437461346007,2015/01/01,726.8457913558159,2015/01/01,749.7814860206787,2015/01/01,721.1924566058595,2015/01/01,751.8458010350957,2015/01/01,742.2989345063411,2015/01/01,750.8106875974406,2015/01/01,723.9537024142155,2015/01/01,745.3514047532824,2015/01/01,756.0362104943638
2015/02/01,711.3327892377245,2015/02/01,734.8214483959391,2015/02/01,736.991500534897,2015/02/01,730.7042651607339,2015/02/01,739.9550740520233,2015/02/01,716.7128250819201,2015/02/01,731.8166482043728,2015/02/01,738.1168885657685,2015/02/01,756.7110609842249,2015/02/01,756.3267706951647,2015/02/01,755.9376292779227,2015/02/01,752.8352764107083,2015/02/01,711.95325741021,2015/02/01,728.9175272950754,2015/02/01,751.1246306402385,2015/02/01,762.8679118631467,2015/02/01,712.5536552913583,2015/02/01,733.8115618463268,2015/02/01,726.7136813113683,2015/02/01,725.8162780212712,2015/02/01,717.6691491921586,2015/02/01,755.957348709357,2015/02/01,747.1387631954747,2015/02/01,734.558350724874,2015/02/01,744.3061532642448,2015/02/01,782.6715517648545,2015/02/01,751.661758466224,2015/02/01,708.5560469000955,2015/02/01,726.8564299231463,2015/02/01,757.9635615233265,2015/02/01,727.6425880125805,2015/02/01,725.7338904449305,2015/02/01,712.2843799899781,2015/02/01,731.9977384393051,2015/02/01,738.2317507976627,2015/02/01,722.136993674688,2015/02/01,752.5337894992318,2015/02/01,743.3161938921986,2015/02/01,722.1324296446785,2015/02/01,737.9398122193011,2015/02/01,736.984651944571,2015/02/01,718.018765026113,2015/02/01,749.5944121175578,2015/02/01,722.0860114475795,2015/02/01,742.0536091203284,2015/02/01,767.9514423674116,2015/02/01,770.2295490464629,2015/02/01,717.5413739918117,2015/02/01,758.9910570614552,2015/02/01,747.6478001793582
2015/03/01,717.5235650161736,2015/03/01,735.0263832503442,2015/03/01,731.8703718668254,2015/03/01,747.6992742787636,2015/03/01,726.1652581236096,2015/03/01,714.5266821143794,2015/03/01,729.5309314320011,2015/03/01,756.5577667401626,2015/03/01,744.437358788063,2015/03/01,751.708730274654,2015/03/01,746.255502096477,2015/03/01,750.6848100792872,2015/03/01,704.0129120085087,2015/03/01,723.4597324062754,2015/03/01,746.6056931175867,2015/03/01,755.0250858950102,2015/03/01,718.3941079684712,2015/03/01,733.5854120157875,2015/03/01,733.3953818126408,2015/03/01,715.101366848801,2015/03/01,733.8101416830812,2015/03/01,753.2802550938284,2015/03/01,732.8783033032406,2015/03/01,759.6056963776571,2015/03/01,745.2777909635788,2015/03/01,804.0223709686068,2015/03/01,759.6109908631736,2015/03/01,712.8481338074164,2015/03/01,731.455011655092,2015/03/01,762.1787487199346,2015/03/01,714.3579205653343,2015/03/01,714.3353422581993,2015/03/01,696.414765434554,2015/03/01,728.7560011443024,2015/03/01,736.0300516646256,2015/03/01,713.0132488359723,2015/03/01,747.4128816433754,2015/03/01,742.2815438993475,2015/03/01,713.594529837207,2015/03/01,736.7748721001685,2015/03/01,754.5975452851596,2015/03/01,715.1168520258428,2015/03/01,737.9143093004329,2015/03/01,712.4478648129909,2015/03/01,735.6676842948569,2015/03/01,750.6421227090586,2015/03/01,751.6260678076378,2015/03/01,709.4331328335657,2015/03/01,771.1427437898407,2015/03/01,750.2323073395862
2015/04/01,718.8721216494703,2015/04/01,739.8288372117079,2015/04/01,721.9054885580381,2015/04/01,763.4805869816475,2015/04/01,724.4260404803299,2015/04/01,722.1068660369449,2015/04/01,719.8364049922473,2015/04/01,727.5928392460571,2015/04/01,728.8373201969663,2015/04/01,746.2303311609119,2015/04/01,752.1917247592626,2015/04/01,754.100718990087,2015/04/01,701.863216868734,2015/04/01,739.8919396877423,2015/04/01,754.9542119626796,2015/04/01,749.0729215981543,2015/04/01,730.7504195170153,2015/04/01,738.6013888441472,2015/04/01,731.508600681889,2015/04/01,714.9130837522853,2015/04/01,740.8902176249355,2015/04/01,749.7431018620815,2015/04/01,742.6664409490538,2015/04/01,766.906523274055,2015/04/01,751.9535711440012,2015/04/01,812.8977114028985,2015/04/01,745.6296346878732,2015/04/01,720.042833746165,2015/04/01,741.6552835152492,2015/04/01,758.8670694010844,2015/04/01,703.7218270171165,2015/04/01,727.806858829346,2015/04/01,671.1987415513453,2015/04/01,719.8928352594678,2015/04/01,721.8834577947557,2015/04/01,706.7696221672352,2015/04/01,742.4954588442943,2015/04/01,712.3273104307434,2015/04/01,710.763858020818,2015/04/01,746.4545877709124,2015/04/01,748.2094739344675,2015/04/01,705.6601113129911,2015/04/01,724.0870013724436,2015/04/01,725.3321713984408,2015/04/01,724.7158465282432,2015/04/01,766.0238102660562,2015/04/01,734.2709130073354,2015/04/01,700.9343443375258,2015/04/01,761.8804894878615,2015/04/01,756.6422295290154
2015/05/01,722.9299000043936,2015/05/01,731.7066110719488,2015/05/01,728.7908150488757,2015/05/01,782.3556629130547,2015/05/01,725.3213376568192,2015/05/01,725.7915931620873,2015/05/01,731.3240823481035,2015/05/01,717.8250289905235,2015/05/01,718.2150888575397,2015/05/01,734.6494171376337,2015/05/01,756.2419649858657,2015/05/01,754.8287049098966,2015/05/01,703.6523289078566,2015/05/01,739.0480727518634,2015/05/01,743.8046692076166,2015/05/01,762.5318949649809,2015/05/01,727.702166484667,2015/05/01,762.395315697367,2015/05/01,745.115324424322,2015/05/01,723.4787299624493,2015/05/01,749.0559514491722,2015/05/01,742.8546978594817,2015/05/01,719.3991183765971,2015/05/01,765.6454219397701,2015/05/01,745.1883961824152,2015/05/01,809.745116321672,2015/05/01,735.5239263926807,2015/05/01,713.150984625496,2015/05/01,742.256385781204,2015/05/01,748.8806255066291,2015/05/01,709.1886342113276,2015/05/01,737.9956441517002,2015/05/01,677.2792538526007,2015/05/01,735.0210770508068,2015/05/01,708.698588976936,2015/05/01,703.1343227883472,2015/05/01,733.6429404227681,2015/05/01,716.8191613857764,2015/05/01,710.9339973857465,2015/05/01,770.7404180512021,2015/05/01,742.7497192476569,2015/05/01,716.5240080661501,2015/05/01,707.7083553524591,2015/05/01,723.4435802542512,2015/05/01,713.1270406971771,2015/05/01,739.7207863549772,2015/05/01,727.5592308424015,2015/05/01,709.7339750501707,2015/05/01,751.781743594848,2015/05/01,768.65842307393
2015/06/01,730.7250543173632,2015/06/01,735.2000711558321,2015/06/01,718.1123878917757,2015/06/01,762.7514670913869,2015/06/01,714.2063197904904,2015/06/01,744.1476335395334,2015/06/01,726.5915768964242,2015/06/01,742.9747541386896,2015/06/01,728.737103823237,2015/06/01,738.6009897206201,2015/06/01,746.8512414408535,2015/06/01,767.6849401667865,2015/06/01,723.868776928656,2015/06/01,754.9336514759887,2015/06/01,747.9309940620408,2015/06/01,739.3013076665649,2015/06/01,699.4339403826084,2015/06/01,786.7780739647997,2015/06/01,764.1506731243815,2015/06/01,740.9212337942745,2015/06/01,749.3767650912213,2015/06/01,747.1948982578036,2015/06/01,713.8339424361927,2015/06/01,776.1428725116757,2015/06/01,730.6012331456341,2015/06/01,801.3020613914271,2015/06/01,739.9743267329336,2015/06/01,707.7231310641394,2015/06/01,746.6395469759286,2015/06/01,730.9342448617858,2015/06/01,708.0271885923969,2015/06/01,745.6233147778071,2015/06/01,673.5019288502326,2015/06/01,738.6317991787109,2015/06/01,703.6828854568049,2015/06/01,691.5238008878144,2015/06/01,729.8783941500528,2015/06/01,737.8769632127498,2015/06/01,721.9900586419112,2015/06/01,782.9044541469227,2015/06/01,746.7591689797038,2015/06/01,709.8154845794136,2015/06/01,701.097066580732,2015/06/01,712.0078226697121,2015/06/01,734.8046062780523,2015/06/01,724.0999871084666,2015/06/01,743.2797566395427,2015/06/01,722.0963424034742,2015/06/01,731.7849790940279,2015/06/01,766.4520207927967
2015/07/01,740.8642890178896,2015/07/01,719.5153438561064,2015/07/01,711.0253174860142,2015/07/01,771.3529061845037,2015/07/01,712.1553178985923,2015/07/01,728.3737422130027,2015/07/01,707.6720305517036,2015/07/01,740.9301355591643,2015/07/01,734.7326107855831,2015/07/01,744.5286142079676,2015/07/01,761.0264704069597,2015/07/01,757.8362774452377,2015/07/01,727.2147186646721,2015/07/01,757.0267793389057,2015/07/01,767.3717551310922,2015/07/01,744.2257461369486,2015/07/01,694.8835208979591,2015/07/01,799.8418524042946,2015/07/01,756.1186888641157,2015/07/01,730.5947431804052,2015/07/01,750.1028296342042,2015/07/01,744.5303851988825,2015/07/01,722.023298437897,2015/07/01,771.921976371189,2015/07/01,707.7383921325293,2015/07/01,785.6705715554974,2015/07/01,747.5489793572922,2015/07/01,704.2714876139382,2015/07/01,741.0844825566234,2015/07/01,717.5481010505159,2015/07/01,699.6064351937789,2015/07/01,740.5707928825485,2015/07/01,674.6197715350838,2015/07/01,758.8935837365951,2015/07/01,713.4083660359058,2015/07/01,697.6483233451085,2015/07/01,747.0358213018155,2015/07/01,736.43075755995,2015/07/01,705.2850661008283,2015/07/01,777.0909570025844,2015/07/01,723.23935694622,2015/07/01,720.268161346072,2015/07/01,708.7832925150037,2015/07/01,717.5511858904462,2015/07/01,752.2551841694708,2015/07/01,732.5930079544794,2015/07/01,748.7186354470922,2015/07/01,727.22654935222,2015/07/01,742.1944055098262,2015/07/01,747.1870146356608
2015/08/01,737.4855041235337,2015/08/01,727.8622873871522,2015/08/01,694.1214925654187,2015/08/01,768.2246944756191,2015/08/01,702.6973999428606,2015/08/01,725.0403021100581,2015/08/01,714.1358595231225,2015/08/01,741.0239208547224,2015/08/01,717.507897067936,2015/08/01,777.9703193758735,2015/08/01,762.3546683249901,2015/08/01,775.5715608228012,2015/08/01,717.1177650139296,2015/08/01,747.5216116609298,2015/08/01,779.3806515103039,2015/08/01,743.6435073565899,2015/08/01,698.7620672734765,2015/08/01,798.7662858553999,2015/08/01,733.2765402373514,2015/08/01,717.2956852398829,2015/08/01,759.0554943871149,2015/08/01,752.5676529655991,2015/08/01,715.1996637061775,2015/08/01,788.8856212354021,2015/08/01,720.5282288978037,2015/08/01,793.9452021049952,2015/08/01,753.8255427059473,2015/08/01,698.7826905118455,2015/08/01,744.424199372965,2015/08/01,725.2716373552424,2015/08/01,710.5370053974018,2015/08/01,751.4738068769548,2015/08/01,673.5186727290617,2015/08/01,746.7638084796346,2015/08/01,714.0162040700545,2015/08/01,701.4878309058772,2015/08/01,739.0328365769026,2015/08/01,752.3945252982976,2015/08/01,713.3625370612938,2015/08/01,797.6206437413742,2015/08/01,719.1524814996357,2015/08/01,729.7219694777887,2015/08/01,719.1188789155115,2015/08/01,718.9935979278587,2015/08/01,769.0131660094236,2015/08/01,733.5611201585699,2015/08/01,739.7529874387182,2015/08/01,724.6361328683056,2015/08/01,723.2154914675443,2015/08/01,755.4756381536307
2015/09/01,724.7248784730093,2015/09/01,733.3797611850464,2015/09/01,689.79298413621,2015/09/01,767.696461745938,2015/09/01,699.9079148985621,2015/09/01,719.4032758043596,2015/09/01,720.2037446273936,2015/09/01,732.4488654256008,2015/09/01,726.0162409726183,2015/09/01,772.2499986028174,2015/09/01,750.0381906717132,2015/09/01,772.7123940641078,2015/09/01,710.0158485443088,2015/09/01,748.5100401394798,2015/09/01,792.1997240413177,2015/09/01,746.1400952924856,2015/09/01,705.8718724112828,2015/09/01,778.2578751409989,2015/09/01,734.9487061804064,2015/09/01,707.9293863860257,2015/09/01,734.2574181514747,2015/09/01,738.6602400745919,2015/09/01,729.0472747799934,2015/09/01,786.9086827716791,2015/09/01,735.6143331102369,2015/09/01,786.0726852193304,2015/09/01,732.347027610883,2015/09/01,714.5202071340077,2015/09/01,728.6138899348607,2015/09/01,719.9872915642652,2015/09/01,693.0848888180886,2015/09/01,775.1356729778901,2015/09/01,668.6826765445899,2015/09/01,753.1870759752425,2015/09/01,713.173971400946,2015/09/01,711.7373725353327,2015/09/01,746.3081520296679,2015/09/01,757.4185778407553,2015/09/01,696.6947822336667,2015/09/01,806.9950779026913,2015/09/01,725.1394134513675,2015/09/01,746.132272227931,2015/09/01,719.4077104747228,2015/09/01,711.5055160922248,2015/09/01,741.1901999962053,2015/09/01,728.0628996602267,2015/09/01,745.3572880394422,2015/09/01,722.8164422631191,2015/09/01,720.9190104293566,2015/09/01,769.5605701078573
2015/10/01,714.5620003458927,2015/10/01,717.3402761220905,2015/10/01,677.9080663718646,2015/10/01,786.6226978085957,2015/10/01,706.6345926658516,2015/10/01,712.3250102744951,2015/10/01,727.205266187266,2015/10/01,735.1839690151511,2015/10/01,725.1795442702742,2015/10/01,766.0180614898901,2015/10/01,762.6874131162072,2015/10/01,801.1641749926157,2015/10/01,709.7731813413011,2015/10/01,755.9979968421784,2015/10/01,790.0095065998152,2015/10/01,747.1223656731934,2015/10/01,715.517742708137,2015/10/01,773.8139317023581,2015/10/01,739.7245941238024,2015/10/01,719.9242214005315,2015/10/01,726.1207989821598,2015/10/01,735.8998896474445,2015/10/01,731.7691902234376,2015/10/01,764.4306269463696,2015/10/01,726.901492986373,2015/10/01,782.6897117894123,2015/10/01,728.1344588371536,2015/10/01,720.1327745680021,2015/10/01,731.0074175602265,2015/10/01,743.2682119037853,2015/10/01,690.9043779978938,2015/10/01,767.5944501288686,2015/10/01,660.7529920509371,2015/10/01,760.9290416122086,2015/10/01,702.0620764872015,2015/10/01,725.2025746220168,2015/10/01,736.5808909266652,2015/10/01,771.3730455555747,2015/10/01,699.8419126939239,2015/10/01,776.1193479119567,2015/10/01,733.4479554597261,2015/10/01,724.2810502840059,2015/10/01,711.7293891150122,2015/10/01,714.2144400666353,2015/10/01,751.5859627050096,2015/10/01,728.9251278013448,2015/10/01,750.9223344364118,2015/10/01,733.805136879926,2015/10/01,726.3992252536646,2015/10/01,774.2477295568116
